"Date","Price","Open","High","Low","Vol.","Change %"
"11/12/2024","502.23","510.17","510.17","501.89","217.98M","-1.98%"
"11/11/2024","512.37","508.95","513.85","508.95","154.35M","1.13%"
"11/08/2024","506.63","510.51","511.07","505.41","194.70M","-0.65%"
"11/07/2024","509.92","507.24","511.94","507.24","222.58M","0.62%"
"11/06/2024","506.78","511.26","519.26","505.92","263.03M","-0.54%"
"11/05/2024","509.53","509.04","510.77","507.54","170.15M","0.06%"
"11/04/2024","509.21","510.44","512.40","509.21","181.38M","-0.33%"
"11/01/2024","510.90","505.44","512.17","505.44","172.89M","1.09%"
"10/31/2024","505.39","509.97","509.97","503.49","245.74M","-1.20%"
"10/30/2024","511.51","516.55","516.55","510.43","209.41M","-1.25%"
"10/29/2024","517.99","521.63","522.93","517.92","201.49M","-0.57%"
"10/28/2024","520.95","519.79","521.79","517.44","187.82M","0.41%"
"10/25/2024","518.81","518.55","519.77","517.14","183.23M","-0.03%"
"10/24/2024","518.98","519.10","522.51","518.98","200.46M","0.03%"
"10/23/2024","518.84","519.67","521.76","518.19","177.09M","-0.30%"
"10/22/2024","520.40","521.70","521.70","517.22","148.73M","-0.21%"
"10/21/2024","521.52","524.38","526.12","521.36","143.76M","-0.66%"
"10/18/2024","524.99","523.68","525.58","523.22","189.93M","0.21%"
"10/17/2024","523.91","519.86","525.68","519.85","194.86M","0.83%"
"10/16/2024","519.60","518.95","520.77","518.13","203.05M","-0.19%"
"10/15/2024","520.57","525.35","526.57","520.57","200.76M","-0.80%"
"10/14/2024","524.76","522.35","524.76","521.31","153.49M","0.53%"
"10/11/2024","521.98","518.90","522.49","518.02","170.64M","0.55%"
"10/10/2024","519.11","520.22","521.08","517.81","161.64M","-0.18%"
"10/09/2024","520.05","516.77","520.11","516.37","137.34M","0.66%"
"10/08/2024","516.64","518.13","518.13","514.10","161.00M","-0.55%"
"10/07/2024","519.48","519.12","520.34","516.61","157.69M","0.18%"
"10/04/2024","518.56","516.63","519.54","515.76","180.24M","0.44%"
"10/03/2024","516.29","519.94","519.99","515.26","209.24M","-0.93%"
"10/02/2024","521.14","521.62","523.00","518.66","177.82M","0.05%"
"10/01/2024","520.88","523.28","525.55","519.34","214.24M","-0.38%"
"09/30/2024","522.89","527.11","527.75","522.35","201.12M","-0.98%"
"09/27/2024","528.08","525.50","528.68","525.50","187.21M","0.47%"
"09/26/2024","525.61","521.43","526.52","521.43","209.04M","1.25%"
"09/25/2024","519.14","518.56","520.33","517.26","145.21M","-0.11%"
"09/24/2024","519.70","518.22","521.04","517.82","189.89M","0.65%"
"09/23/2024","516.32","514.49","516.73","513.28","154.31M","0.40%"
"09/20/2024","514.26","520.76","520.76","513.87","390.90M","-1.42%"
"09/19/2024","521.67","516.98","522.31","516.98","219.86M","1.38%"
"09/18/2024","514.59","517.11","517.11","514.25","189.46M","-0.50%"
"09/17/2024","517.19","516.07","519.29","516.07","191.47M","0.40%"
"09/16/2024","515.11","514.71","516.51","513.99","141.46M","-0.16%"
"09/13/2024","515.95","512.87","517.07","512.87","155.15M","0.76%"
"09/12/2024","512.08","510.70","514.53","509.63","239.93M","0.80%"
"09/11/2024","508.02","508.28","511.54","506.00","179.28M","0.01%"
"09/10/2024","507.95","510.69","512.28","507.10","173.87M","-0.54%"
"09/09/2024","510.70","507.39","511.91","507.39","139.52M","0.82%"
"09/06/2024","506.56","511.22","514.09","506.11","174.34M","-1.07%"
"09/05/2024","512.05","514.13","515.38","512.05","163.45M","-0.54%"
"09/04/2024","514.82","516.88","516.88","513.27","162.18M","-0.97%"
"09/03/2024","519.84","525.00","525.60","519.18","201.78M","-0.97%"
"09/02/2024","524.94","524.83","525.04","521.88","117.19M","-0.02%"
"08/30/2024","525.05","524.53","526.66","524.53","244.29M","0.09%"
"08/29/2024","524.57","520.79","524.75","520.79","148.18M","0.76%"
"08/28/2024","520.60","519.49","521.79","519.49","133.90M","0.33%"
"08/27/2024","518.88","518.31","519.92","517.73","162.52M","0.16%"
"08/26/2024","518.05","518.22","518.95","517.57","66.33M","-0.02%"
"08/23/2024","518.13","516.12","518.73","515.86","129.48M","0.46%"
"08/22/2024","515.74","514.24","517.28","514.24","147.80M","0.35%"
"08/21/2024","513.95","512.44","514.65","512.32","149.47M","0.33%"
"08/20/2024","512.27","514.73","515.78","512.18","126.73M","-0.45%"
"08/19/2024","514.59","511.42","515.46","510.98","155.31M","0.61%"
"08/16/2024","511.45","510.55","512.56","509.95","143.23M","0.31%"
"08/15/2024","509.88","504.85","510.50","504.36","164.68M","1.15%"
"08/14/2024","504.10","502.06","504.18","502.06","135.99M","0.49%"
"08/13/2024","501.66","499.82","501.73","497.57","130.96M","0.52%"
"08/12/2024","499.08","499.80","501.54","498.19","228.38M","-0.02%"
"08/09/2024","499.19","497.46","501.29","496.38","157.50M","0.57%"
"08/08/2024","496.37","495.13","496.88","490.02","164.38M","0.08%"
"08/07/2024","495.96","490.15","497.25","489.75","196.91M","1.54%"
"08/06/2024","488.44","489.29","491.93","484.41","250.04M","0.29%"
"08/05/2024","487.05","493.48","493.48","479.83","340.07M","-2.17%"
"08/02/2024","497.85","509.89","509.89","496.86","277.54M","-2.73%"
"08/01/2024","511.83","517.75","517.98","511.20","228.02M","-1.23%"
"07/31/2024","518.18","514.28","519.42","514.28","191.95M","0.80%"
"07/30/2024","514.08","512.66","515.78","512.19","163.08M","0.45%"
"07/29/2024","511.79","513.68","515.65","511.48","151.50M","-0.20%"
"07/26/2024","512.83","508.24","513.36","508.23","149.44M","0.83%"
"07/25/2024","508.63","510.23","510.23","503.78","217.16M","-0.72%"
"07/24/2024","512.30","513.65","513.94","510.76","165.13M","-0.61%"
"07/23/2024","515.47","515.24","518.03","513.58","206.46M","0.13%"
"07/22/2024","514.79","511.23","516.76","511.23","192.64M","0.93%"
"07/19/2024","510.03","513.05","513.05","509.62","163.07M","-0.77%"
"07/18/2024","514.01","515.86","518.28","514.01","158.94M","-0.16%"
"07/17/2024","514.83","516.32","516.43","512.79","167.89M","-0.48%"
"07/16/2024","517.30","517.78","517.78","515.40","143.54M","-0.28%"
"07/15/2024","518.73","522.87","524.08","518.64","134.33M","-1.02%"
"07/12/2024","524.08","519.75","524.75","519.75","142.88M","0.88%"
"07/11/2024","519.51","517.36","520.62","516.86","157.80M","0.60%"
"07/10/2024","516.42","511.87","516.53","511.87","175.81M","0.91%"
"07/09/2024","511.76","515.60","516.47","511.13","199.25M","-0.90%"
"07/08/2024","516.43","516.57","519.80","515.56","164.97M","-0.03%"
"07/05/2024","516.60","518.29","520.30","515.18","183.18M","-0.18%"
"07/04/2024","517.54","514.87","518.32","514.87","127.22M","0.56%"
"07/03/2024","514.67","512.15","515.54","512.15","207.72M","0.74%"
"07/02/2024","510.91","512.11","512.11","508.08","169.96M","-0.42%"
"07/01/2024","513.04","513.82","517.14","512.68","162.11M","0.32%"
"06/28/2024","511.42","513.54","514.84","510.73","178.31M","-0.23%"
"06/27/2024","512.59","514.47","515.46","512.53","163.60M","-0.43%"
"06/26/2024","514.81","518.78","520.89","513.47","201.04M","-0.56%"
"06/25/2024","517.70","518.37","518.37","516.18","175.43M","-0.23%"
"06/24/2024","518.87","514.47","519.97","514.37","184.76M","0.73%"
"06/21/2024","515.11","518.23","518.51","513.94","420.26M","-0.73%"
"06/20/2024","518.91","514.61","518.91","514.47","209.72M","0.93%"
"06/19/2024","514.13","515.23","515.61","513.86","156.12M","-0.17%"
"06/18/2024","515.01","513.05","515.26","512.31","168.60M","0.69%"
"06/17/2024","511.49","511.98","514.63","508.78","185.11M","0.09%"
"06/14/2024","511.05","517.06","517.06","509.59","236.41M","-0.97%"
"06/13/2024","516.04","521.96","521.96","515.45","214.98M","-1.31%"
"06/12/2024","522.89","518.00","523.84","518.00","236.27M","1.08%"
"06/11/2024","517.29","522.35","523.46","515.65","225.47M","-0.93%"
"06/10/2024","522.16","522.35","522.35","518.94","170.98M","-0.27%"
"06/07/2024","523.55","525.25","525.59","520.67","171.41M","-0.22%"
"06/06/2024","524.68","523.10","525.55","523.10","185.23M","0.66%"
"06/05/2024","521.23","518.09","522.43","518.09","190.46M","0.81%"
"06/04/2024","517.05","519.35","519.35","515.14","246.54M","-0.54%"
"06/03/2024","519.85","520.31","522.95","519.13","256.10M","0.32%"
"05/31/2024","518.17","516.59","518.90","516.04","560.88M","0.32%"
"05/30/2024","516.50","513.00","516.84","512.46","284.25M","0.59%"
"05/29/2024","513.45","518.15","518.18","512.99","206.96M","-1.08%"
"05/28/2024","519.08","522.22","523.17","518.17","210.01M","-0.60%"
"05/27/2024","522.21","520.45","522.21","519.95","65.87M","0.32%"
"05/24/2024","520.57","520.04","521.05","517.11","181.26M","-0.19%"
"05/23/2024","521.56","521.38","523.73","520.74","240.46M","0.07%"
"05/22/2024","521.18","522.43","522.43","520.12","234.18M","-0.34%"
"05/21/2024","522.95","523.08","523.08","520.71","204.15M","-0.18%"
"05/20/2024","523.89","522.65","524.25","522.65","178.23M","0.18%"
"05/17/2024","522.94","522.51","523.32","521.17","232.12M","-0.13%"
"05/16/2024","523.62","524.93","525.33","523.18","213.28M","-0.21%"
"05/15/2024","524.71","522.35","525.20","522.35","262.13M","0.59%"
"05/14/2024","521.65","521.16","521.86","519.64","254.05M","0.15%"
"05/13/2024","520.86","521.02","521.33","519.84","204.68M","0.02%"
"05/10/2024","520.76","517.90","521.51","517.90","187.64M","0.77%"
"05/09/2024","516.77","515.01","517.22","514.88","211.51M","0.19%"
"05/08/2024","515.77","514.31","516.40","514.17","226.33M","0.34%"
"05/07/2024","514.02","509.81","514.15","509.81","244.59M","1.14%"
"05/06/2024","508.22","506.00","509.09","506.00","77.07M","0.53%"
"05/03/2024","505.52","503.20","508.20","503.20","","0.46%"
"05/02/2024","503.21","504.14","504.75","502.78","226.93M","-0.22%"
"05/01/2024","504.31","504.38","504.80","504.07","185.55M","-0.11%"
"04/30/2024","504.89","508.07","508.61","504.64","219.37M","-0.68%"
"04/29/2024","508.34","508.72","510.28","508.34","186.18M","0.07%"
"04/26/2024","507.98","503.53","508.92","503.53","208.94M","1.11%"
"04/25/2024","502.38","505.67","505.84","499.28","260.02M","-0.64%"
"04/24/2024","505.61","507.99","509.03","505.09","271.62M","-0.43%"
"04/23/2024","507.79","502.89","507.98","502.89","266.37M","1.09%"
"04/22/2024","502.31","499.30","503.15","499.30","228.49M","0.60%"
"04/19/2024","499.29","498.28","499.75","495.31","228.74M","-0.08%"
"04/18/2024","499.70","499.07","500.36","497.14","244.67M","0.24%"
"04/17/2024","498.52","498.46","502.34","497.40","197.60M","0.06%"
"04/16/2024","498.21","503.51","503.51","496.53","223.49M","-1.53%"
"04/15/2024","505.93","505.48","510.04","505.16","182.23M","0.13%"
"04/12/2024","505.25","506.39","510.64","503.98","198.44M","0.14%"
"04/11/2024","504.55","505.91","507.52","502.01","245.23M","-0.40%"
"04/10/2024","506.59","507.30","509.62","502.67","249.74M","0.15%"
"04/09/2024","505.82","508.61","509.09","504.99","206.07M","-0.61%"
"04/08/2024","508.93","506.20","509.71","505.90","179.30M","0.47%"
"04/05/2024","506.55","508.63","508.63","504.22","215.91M","-0.84%"
"04/04/2024","510.84","510.09","511.73","509.56","228.05M","0.16%"
"04/03/2024","510.02","508.65","510.23","507.67","238.24M","0.29%"
"04/02/2024","508.57","513.36","515.77","508.20","241.32M","-0.80%"
"03/29/2024","512.66","512.66","512.66","512.66","","0.00%"
"03/28/2024","512.67","512.04","513.49","512.04","218.24M","0.18%"
"03/27/2024","511.75","510.79","512.45","510.38","235.20M","0.13%"
"03/26/2024","511.09","509.46","511.37","508.76","245.12M","0.24%"
"03/25/2024","509.86","509.45","510.46","507.70","217.98M","0.04%"
"03/22/2024","509.64","508.89","510.46","508.23","241.42M","-0.03%"
"03/21/2024","509.77","507.63","510.25","507.14","285.49M","0.90%"
"03/20/2024","505.21","504.31","505.68","503.32","238.74M","0.00%"
"03/19/2024","505.23","503.40","505.29","503.02","224.04M","0.26%"
"03/18/2024","503.94","505.32","505.58","503.42","227.16M","-0.17%"
"03/15/2024","504.80","506.14","508.25","504.78","613.75M","-0.32%"
"03/14/2024","506.40","507.46","509.31","505.34","268.14M","-0.18%"
"03/13/2024","507.33","506.79","508.34","506.06","297.93M","0.16%"
"03/12/2024","506.52","502.48","506.91","502.22","284.55M","1.00%"
"03/11/2024","501.49","501.66","502.07","499.82","329.82M","-0.35%"
"03/08/2024","503.26","503.45","504.60","502.75","326.53M","0.02%"
"03/07/2024","503.16","496.89","503.81","496.16","479.24M","0.99%"
"03/06/2024","498.21","495.92","498.99","495.81","276.05M","0.39%"
"03/05/2024","496.27","497.13","497.46","495.18","198.43M","-0.23%"
"03/04/2024","497.41","498.50","498.50","496.03","205.23M","-0.03%"
"03/01/2024","497.58","495.08","497.88","495.08","264.22M","0.60%"
"02/29/2024","494.61","494.99","496.63","494.61","408.11M","0.00%"
"02/28/2024","494.59","496.22","496.31","494.17","234.20M","-0.35%"
"02/27/2024","496.33","495.63","496.66","494.49","217.73M","0.18%"
"02/26/2024","495.43","496.70","496.75","495.18","218.74M","-0.37%"
"02/23/2024","497.25","495.64","497.74","495.10","213.84M","0.43%"
"02/22/2024","495.10","493.44","496.30","493.44","259.34M","0.82%"
"02/21/2024","491.05","491.54","491.64","489.94","228.98M","-0.17%"
"02/20/2024","491.90","491.88","492.78","490.74","184.54M","-0.10%"
"02/19/2024","492.39","491.03","492.63","490.58","165.32M","0.16%"
"02/16/2024","491.59","489.59","492.01","489.59","222.72M","0.62%"
"02/15/2024","488.54","485.83","488.86","485.83","205.60M","0.68%"
"02/14/2024","485.24","482.69","485.84","482.69","222.67M","0.50%"
"02/13/2024","482.83","487.35","487.35","481.29","223.19M","-0.95%"
"02/12/2024","487.46","485.52","487.56","485.52","177.42M","0.54%"
"02/09/2024","484.83","485.52","486.16","483.53","214.92M","-0.09%"
"02/08/2024","485.27","485.51","487.24","485.16","179.22M","-0.07%"
"02/07/2024","485.63","486.92","487.54","485.28","224.14M","-0.23%"
"02/06/2024","486.76","484.94","487.17","483.63","271.10M","0.63%"
"02/05/2024","483.69","484.14","485.66","482.77","261.68M","-0.05%"
"02/02/2024","483.93","485.07","487.66","483.72","207.45M","0.01%"
"02/01/2024","483.86","485.41","485.83","483.06","230.43M","-0.37%"
"01/31/2024","485.67","486.72","487.45","485.36","234.41M","0.01%"
"01/30/2024","485.63","485.61","486.73","485.02","180.34M","0.16%"
"01/29/2024","484.84","484.46","484.85","483.33","167.44M","0.21%"
"01/26/2024","483.84","478.45","484.49","478.45","212.65M","1.11%"
"01/25/2024","478.53","477.10","478.64","474.90","180.49M","0.30%"
"01/24/2024","477.09","472.64","477.40","472.64","198.91M","1.18%"
"01/23/2024","471.53","473.62","474.44","470.96","215.50M","-0.28%"
"01/22/2024","472.86","469.95","473.42","469.95","170.68M","0.77%"
"01/19/2024","469.24","471.24","472.88","468.34","228.29M","-0.26%"
"01/18/2024","470.45","468.22","470.85","467.43","192.38M","0.59%"
"01/17/2024","467.71","470.38","470.38","464.99","201.41M","-1.13%"
"01/16/2024","473.06","472.67","473.38","470.22","218.47M","-0.24%"
"01/15/2024","474.19","476.88","477.63","473.66","153.14M","-0.54%"
"01/12/2024","476.76","473.92","478.18","473.92","181.28M","0.84%"
"01/11/2024","472.77","477.62","480.04","472.72","237.11M","-0.77%"
"01/10/2024","476.42","476.77","477.78","475.74","170.75M","-0.18%"
"01/09/2024","477.26","478.68","478.83","475.68","176.76M","-0.19%"
"01/08/2024","478.18","475.78","478.18","472.94","189.51M","0.38%"
"01/05/2024","476.38","476.46","477.18","472.24","165.26M","-0.27%"
"01/04/2024","477.68","475.34","477.82","474.21","200.68M","0.69%"
"01/03/2024","474.40","478.17","479.44","472.88","202.52M","-0.86%"
"01/02/2024","478.51","479.69","482.21","476.28","169.92M","-0.11%"
"12/29/2023","479.02","478.28","479.86","478.28","88.07M","0.20%"
"12/28/2023","478.08","479.75","480.43","477.72","95.19M","-0.11%"
"12/27/2023","478.62","477.43","479.72","477.43","119.34M","0.21%"
"12/22/2023","477.60","476.63","478.04","476.07","125.60M","0.14%"
"12/21/2023","476.94","476.93","477.22","475.10","156.30M","-0.21%"
"12/20/2023","477.94","477.48","479.39","476.05","244.24M","0.19%"
"12/19/2023","477.04","475.47","477.38","475.35","207.09M","0.36%"
"12/18/2023","475.32","475.78","476.79","474.40","185.04M","-0.27%"
"12/15/2023","476.61","477.04","479.21","475.72","415.76M","0.01%"
"12/14/2023","476.57","474.80","480.64","474.19","336.50M","0.87%"
"12/13/2023","472.46","472.63","474.52","472.46","213.74M","-0.06%"
"12/12/2023","472.72","473.35","474.75","471.87","184.04M","-0.21%"
"12/11/2023","473.70","472.52","474.14","471.16","172.96M","0.30%"
"12/08/2023","472.26","468.96","473.19","468.96","181.94M","0.74%"
"12/07/2023","468.78","469.63","469.63","467.69","185.37M","-0.27%"
"12/06/2023","470.06","468.46","471.29","467.90","252.29M","0.52%"
"12/05/2023","467.62","465.43","467.98","464.85","172.29M","0.40%"
"12/04/2023","465.78","465.46","467.16","464.97","171.70M","-0.09%"
"12/01/2023","466.20","461.90","466.24","461.90","141.41M","0.99%"
"11/30/2023","461.61","459.70","462.06","458.38","355.88M","0.55%"
"11/29/2023","459.10","456.78","459.95","456.69","163.46M","0.45%"
"11/28/2023","457.04","457.72","457.72","455.08","142.65M","-0.30%"
"11/27/2023","458.41","459.63","460.15","458.30","121.18M","-0.34%"
"11/24/2023","459.98","458.18","460.20","457.81","115.78M","0.33%"
"11/23/2023","458.47","457.58","458.73","457.10","121.88M","0.27%"
"11/22/2023","457.24","456.10","458.31","456.10","141.43M","0.30%"
"11/21/2023","455.85","456.18","456.66","455.08","144.53M","-0.09%"
"11/20/2023","456.26","455.68","456.59","455.01","137.18M","0.10%"
"11/17/2023","455.82","452.04","456.63","452.04","192.58M","1.01%"
"11/16/2023","451.27","453.65","454.43","451.27","182.83M","-0.72%"
"11/15/2023","454.52","453.08","456.53","453.08","189.79M","0.42%"
"11/14/2023","452.60","446.96","453.36","446.38","218.54M","1.34%"
"11/13/2023","446.62","444.84","447.07","444.68","163.55M","0.75%"
"11/10/2023","443.31","446.64","446.64","441.13","171.42M","-1.00%"
"11/09/2023","447.80","443.87","448.16","442.83","170.98M","0.84%"
"11/08/2023","444.07","442.06","446.22","441.02","172.23M","0.28%"
"11/07/2023","442.81","442.57","444.00","441.88","147.01M","-0.16%"
"11/06/2023","443.52","444.80","445.61","442.96","200.48M","-0.16%"
"11/03/2023","444.24","443.95","445.89","443.53","180.97M","0.17%"
"11/02/2023","443.47","437.95","444.96","437.95","213.50M","1.58%"
"11/01/2023","436.57","434.71","437.84","433.33","169.28M","0.67%"
"10/31/2023","433.66","431.32","434.54","431.32","187.00M","0.59%"
"10/30/2023","431.12","430.39","433.23","430.39","193.35M","0.36%"
"10/27/2023","429.58","432.72","434.33","428.84","158.14M","-0.84%"
"10/26/2023","433.20","434.34","434.61","430.19","197.60M","-0.48%"
"10/25/2023","435.27","434.91","435.96","432.20","188.49M","0.04%"
"10/24/2023","435.09","433.43","435.88","431.51","164.04M","0.44%"
"10/23/2023","433.18","433.77","434.54","429.66","150.10M","-0.13%"
"10/20/2023","433.73","438.73","438.73","433.73","209.01M","-1.36%"
"10/19/2023","439.73","444.27","444.27","439.35","179.91M","-1.19%"
"10/18/2023","445.02","449.58","449.87","444.60","168.88M","-1.05%"
"10/17/2023","449.76","450.00","451.73","446.91","178.76M","-0.10%"
"10/16/2023","450.20","449.53","451.44","447.40","198.90M","0.23%"
"10/13/2023","449.18","453.32","453.41","448.95","169.20M","-0.98%"
"10/12/2023","453.63","453.70","457.02","453.53","164.00M","0.10%"
"10/11/2023","453.16","452.84","454.55","451.17","158.60M","0.15%"
"10/10/2023","452.48","444.59","452.74","444.59","177.48M","1.96%"
"10/09/2023","443.79","444.84","446.02","442.15","169.57M","-0.26%"
"10/06/2023","444.93","442.12","444.95","440.46","185.96M","0.82%"
"10/05/2023","441.31","440.82","443.47","439.87","155.94M","0.28%"
"10/04/2023","440.08","439.72","443.45","438.08","213.75M","-0.14%"
"10/03/2023","440.70","444.89","446.36","440.40","154.06M","-1.10%"
"10/02/2023","445.59","450.82","452.51","444.11","155.84M","-1.03%"
"09/29/2023","450.22","449.76","454.03","449.76","171.04M","0.38%"
"09/28/2023","448.50","447.01","448.54","444.38","168.41M","0.36%"
"09/27/2023","446.91","447.61","449.52","446.14","160.08M","-0.18%"
"09/26/2023","447.70","449.94","449.94","446.49","149.10M","-0.61%"
"09/25/2023","450.44","452.72","453.86","447.90","150.82M","-0.62%"
"09/22/2023","453.26","454.02","454.73","451.54","199.96M","-0.31%"
"09/21/2023","454.67","459.96","459.96","454.48","200.04M","-1.30%"
"09/20/2023","460.66","456.36","461.54","456.36","195.63M","0.91%"
"09/19/2023","456.52","456.43","457.98","455.41","152.77M","-0.04%"
"09/18/2023","456.72","461.44","461.44","455.96","132.67M","-1.13%"
"09/15/2023","461.93","461.65","465.32","461.63","408.77M","0.23%"
"09/14/2023","460.86","454.05","461.35","453.43","200.87M","1.52%"
"09/13/2023","453.94","454.46","454.71","451.10","159.52M","-0.32%"
"09/12/2023","455.40","456.59","457.43","454.88","155.71M","-0.18%"
"09/11/2023","456.21","454.97","458.81","454.97","141.46M","0.34%"
"09/08/2023","454.66","454.17","455.44","450.61","148.42M","0.22%"
"09/07/2023","453.67","453.88","455.44","452.05","137.25M","-0.14%"
"09/06/2023","454.30","456.36","456.36","453.01","147.51M","-0.57%"
"09/05/2023","456.90","457.44","458.68","454.12","129.66M","-0.23%"
"09/04/2023","457.96","458.79","462.18","457.59","123.79M","-0.04%"
"09/01/2023","458.13","458.31","460.50","457.71","159.67M","-0.01%"
"08/31/2023","458.19","459.00","461.31","458.19","270.10M","-0.20%"
"08/30/2023","459.13","459.78","461.27","457.76","139.21M","-0.15%"
"08/29/2023","459.83","456.17","460.13","456.17","217.52M","0.97%"
"08/28/2023","455.41","452.07","455.85","452.07","66.61M","0.89%"
"08/25/2023","451.39","451.19","454.56","450.61","98.30M","-0.04%"
"08/24/2023","451.57","454.13","458.02","451.38","108.04M","-0.41%"
"08/23/2023","453.45","451.98","455.09","451.98","158.39M","0.39%"
"08/22/2023","451.70","449.21","454.12","449.21","141.27M","0.68%"
"08/21/2023","448.66","448.54","452.38","448.42","118.46M","0.05%"
"08/18/2023","448.44","450.49","450.49","445.50","135.28M","-0.61%"
"08/17/2023","451.19","454.89","454.89","451.03","124.62M","-0.90%"
"08/16/2023","455.29","455.35","456.70","453.98","138.76M","-0.06%"
"08/15/2023","455.57","460.21","460.32","454.21","118.53M","-0.93%"
"08/14/2023","459.86","459.04","460.51","457.82","192.56M","0.15%"
"08/11/2023","459.17","463.52","463.52","458.00","148.88M","-1.09%"
"08/10/2023","464.23","460.19","465.76","460.19","178.85M","0.79%"
"08/09/2023","460.58","459.15","463.38","459.15","215.74M","0.43%"
"08/08/2023","458.60","459.21","459.71","455.94","218.82M","-0.23%"
"08/07/2023","459.68","459.25","460.01","456.67","116.66M","0.09%"
"08/04/2023","459.28","458.01","459.70","455.66","145.17M","0.29%"
"08/03/2023","457.93","460.34","460.34","455.60","235.75M","-0.63%"
"08/02/2023","460.84","466.19","466.19","458.91","182.77M","-1.35%"
"08/01/2023","467.16","470.95","471.19","467.07","152.82M","-0.89%"
"07/31/2023","471.35","470.87","472.27","469.98","157.59M","0.12%"
"07/28/2023","470.78","470.96","471.60","469.54","181.98M","-0.20%"
"07/27/2023","471.74","465.68","472.69","465.68","217.78M","1.35%"
"07/26/2023","465.46","468.14","468.14","462.29","179.28M","-0.53%"
"07/25/2023","467.92","465.66","468.28","465.08","119.14M","0.48%"
"07/24/2023","465.68","465.00","466.24","463.71","128.30M","0.06%"
"07/21/2023","465.40","464.07","465.40","463.27","138.37M","0.32%"
"07/20/2023","463.93","461.81","464.17","460.93","156.47M","0.42%"
"07/19/2023","461.97","460.41","463.58","460.41","184.16M","0.26%"
"07/18/2023","460.76","457.86","461.15","457.54","126.72M","0.62%"
"07/17/2023","457.92","460.20","460.20","457.42","111.35M","-0.63%"
"07/14/2023","460.83","460.53","462.46","460.24","151.74M","-0.11%"
"07/13/2023","461.36","458.71","462.61","458.71","146.64M","0.61%"
"07/12/2023","458.54","451.92","458.92","451.92","205.57M","1.51%"
"07/11/2023","451.72","449.17","452.30","448.81","154.51M","0.72%"
"07/10/2023","448.47","447.30","449.64","446.05","109.74M","0.18%"
"07/07/2023","447.65","447.41","449.63","444.91","132.14M","0.10%"
"07/06/2023","447.22","457.63","457.63","446.41","183.72M","-2.34%"
"07/05/2023","457.94","460.82","460.82","457.27","160.39M","-0.73%"
"07/04/2023","461.30","461.07","462.30","461.06","140.09M","0.07%"
"07/03/2023","460.98","461.89","463.94","460.85","141.83M","-0.21%"
"06/30/2023","461.93","457.11","462.77","456.95","185.98M","1.16%"
"06/29/2023","456.64","456.15","457.56","455.60","147.30M","0.13%"
"06/28/2023","456.05","453.45","456.39","453.45","167.91M","0.70%"
"06/27/2023","452.90","452.91","454.78","450.51","155.08M","0.05%"
"06/26/2023","452.68","453.15","453.75","450.16","178.98M","-0.10%"
"06/23/2023","453.14","453.89","455.22","451.80","162.98M","-0.34%"
"06/22/2023","454.70","454.66","454.70","450.94","173.65M","-0.51%"
"06/21/2023","457.01","459.37","459.42","456.61","150.11M","-0.50%"
"06/20/2023","459.32","461.65","461.91","459.25","146.67M","-0.59%"
"06/19/2023","462.04","466.43","466.43","461.57","127.33M","-1.02%"
"06/16/2023","466.80","464.66","468.25","464.66","438.93M","0.53%"
"06/15/2023","464.33","464.43","464.46","461.12","185.66M","-0.13%"
"06/14/2023","464.94","463.52","466.35","463.11","197.71M","0.36%"
"06/13/2023","463.27","460.91","463.75","460.49","198.43M","0.55%"
"06/12/2023","460.73","460.29","462.87","460.29","153.41M","0.16%"
"06/09/2023","460.01","461.08","461.84","458.58","143.62M","-0.15%"
"06/08/2023","460.70","460.00","461.38","459.68","153.57M","-0.02%"
"06/07/2023","460.80","461.92","462.52","460.40","165.94M","-0.19%"
"06/06/2023","461.68","460.36","462.11","459.27","173.68M","0.38%"
"06/05/2023","459.93","461.80","463.21","459.56","160.64M","-0.48%"
"06/02/2023","462.15","455.38","462.36","455.38","194.31M","1.51%"
"06/01/2023","455.27","452.43","456.18","452.43","201.95M","0.78%"
"05/31/2023","451.76","456.17","456.20","451.25","553.88M","-1.07%"
"05/30/2023","456.63","460.75","461.72","456.26","181.35M","-0.92%"
"05/29/2023","460.87","461.60","462.72","460.58","59.96M","-0.12%"
"05/26/2023","461.41","456.56","462.37","455.85","187.40M","1.15%"
"05/25/2023","456.18","457.95","458.72","456.13","177.59M","-0.32%"
