"Date","Price","Open","High","Low","Vol.","Change %"
"02/10/2025","545.92","543.31","546.50","543.31","228.62M","0.58%"
"02/07/2025","542.75","544.38","545.59","542.10","297.91M","-0.38%"
"02/06/2025","544.84","539.79","545.46","539.79","225.82M","1.17%"
"02/05/2025","538.56","535.79","538.56","535.01","191.76M","0.47%"
"02/04/2025","536.04","535.33","536.30","531.38","222.70M","0.22%"
"02/03/2025","534.85","535.78","535.78","530.69","196.43M","-0.87%"
"01/31/2025","539.53","539.79","542.09","538.84","218.34M","0.13%"
"01/30/2025","538.84","535.18","539.08","535.18","182.88M","0.86%"
"01/29/2025","534.26","532.30","535.57","532.13","185.16M","0.50%"
"01/28/2025","531.60","530.66","533.76","530.42","225.89M","0.36%"
"01/27/2025","529.69","529.61","530.62","525.52","180.86M","-0.07%"
"01/24/2025","530.07","531.44","533.25","529.15","190.56M","-0.05%"
"01/23/2025","530.34","528.62","530.50","526.99","213.01M","0.44%"
"01/22/2025","528.04","526.95","530.55","526.95","217.86M","0.39%"
"01/21/2025","525.98","524.17","526.03","523.44","178.04M","0.40%"
"01/20/2025","523.87","523.60","525.56","522.60","190.60M","0.05%"
"01/17/2025","523.62","520.89","524.48","520.89","224.73M","0.69%"
"01/16/2025","520.05","516.73","520.05","516.73","192.33M","0.98%"
"01/15/2025","515.02","508.75","515.81","508.75","233.52M","1.33%"
"01/14/2025","508.28","509.96","511.94","507.99","214.10M","-0.08%"
"01/13/2025","508.68","510.29","510.29","506.49","178.83M","-0.55%"
"01/10/2025","511.50","515.65","516.02","511.21","202.78M","-0.84%"
"01/09/2025","515.84","512.34","516.23","511.27","176.35M","0.42%"
"01/08/2025","513.67","514.96","517.20","510.97","215.93M","-0.19%"
"01/07/2025","514.67","513.08","515.66","511.01","193.61M","0.32%"
"01/06/2025","513.02","508.80","513.08","508.42","178.45M","0.95%"
"01/03/2025","508.19","510.87","510.87","507.26","154.96M","-0.49%"
"01/02/2025","510.67","507.61","510.75","505.88","129.06M","0.60%"
"12/31/2024","507.62","504.79","507.73","504.30","74.71M","0.55%"
"12/30/2024","504.85","506.31","506.88","503.55","96.52M","-0.46%"
"12/27/2024","507.18","503.31","507.18","502.87","118.61M","0.67%"
"12/24/2024","503.81","503.60","504.48","503.60","84.34M","0.18%"
"12/23/2024","502.91","502.21","504.19","501.08","129.45M","0.14%"
"12/20/2024","502.19","504.97","504.97","496.39","382.50M","-0.88%"
"12/19/2024","506.66","511.16","511.16","505.41","250.24M","-1.51%"
"12/18/2024","514.43","513.86","515.35","513.07","199.89M","0.15%"
"12/17/2024","513.66","514.26","514.74","512.39","303.10M","-0.42%"
"12/16/2024","515.83","516.30","516.52","514.36","231.05M","-0.12%"
"12/13/2024","516.45","518.21","519.26","515.60","191.70M","-0.53%"
"12/12/2024","519.20","520.16","520.67","518.69","166.97M","-0.14%"
"12/11/2024","519.95","517.69","520.52","517.03","244.69M","0.28%"
"12/10/2024","518.49","520.53","520.85","518.39","159.84M","-0.52%"
"12/09/2024","521.22","521.65","523.15","520.13","169.89M","0.14%"
"12/06/2024","520.47","519.73","521.57","519.18","210.71M","0.18%"
"12/05/2024","519.53","517.19","519.69","517.19","204.88M","0.40%"
"12/04/2024","517.45","516.05","518.75","515.84","177.66M","0.37%"
"12/03/2024","515.53","514.25","517.28","514.25","183.19M","0.37%"
"12/02/2024","513.61","509.69","514.44","508.63","185.14M","0.66%"
"11/29/2024","510.25","506.91","510.43","506.08","161.50M","0.58%"
"11/28/2024","507.30","506.32","508.93","506.08","121.56M","0.46%"
"11/27/2024","504.96","505.66","505.66","502.86","160.40M","-0.19%"
"11/26/2024","505.90","507.61","508.53","504.72","177.67M","-0.57%"
"11/25/2024","508.78","509.64","511.28","507.69","418.72M","0.06%"
"11/22/2024","508.47","503.96","509.20","502.36","189.50M","1.18%"
"11/21/2024","502.54","500.33","502.90","497.33","183.44M","0.41%"
"11/20/2024","500.49","501.94","504.04","499.56","166.32M","-0.02%"
"11/19/2024","500.60","503.77","505.00","495.55","188.18M","-0.45%"
"11/18/2024","502.84","502.70","503.78","500.01","172.34M","-0.06%"
"11/15/2024","503.12","505.38","505.94","502.52","185.50M","-0.77%"
"11/14/2024","507.03","502.67","507.62","502.09","218.12M","1.08%"
"11/13/2024","501.59","501.88","503.22","498.58","202.52M","-0.13%"
