timestamp,Open,High,Low,Close,Volume
2022-01-03,476.3,477.85,473.85,477.71,72668233.0
2022-01-04,479.22,479.98,475.58,477.55,71178678.0
2022-01-05,477.16,477.98,468.2801,468.38,104538940.0
2022-01-06,467.89,470.82,465.43,467.94,86858900.0
2022-01-07,467.95,469.2,464.65,466.09,85111593.0
2022-01-10,462.7,465.74,456.5973,465.51,119361989.0
2022-01-11,465.23,469.85,462.05,469.75,73332978.0
2022-01-12,471.59,473.2,468.94,471.02,67605444.0
2022-01-13,472.19,472.88,463.44,464.53,91173121.0
2022-01-14,461.19,465.09,459.9,464.72,95890948.0
2022-01-18,459.74,459.96,455.31,456.49,107848237.0
2022-01-19,458.13,459.6124,451.46,451.75,104945382.0
2022-01-20,453.75,458.74,444.5,446.75,122379696.0
2022-01-21,445.56,448.06,437.95,437.98,202271241.0
2022-01-24,432.03,440.38,420.76,439.84,252496719.0
2022-01-25,433.06,439.72,427.15,434.47,167997325.0
2022-01-26,440.72,444.04,428.86,433.38,186391088.0
2022-01-27,438.26,441.59,429.45,431.24,149878307.0
2022-01-28,432.68,442.0,427.82,441.95,164457370.0
2022-01-31,441.24,450.28,439.81,449.91,152251425.0
2022-02-01,450.68,453.63,446.9384,452.95,123155382.0
2022-02-02,455.5,458.12,453.05,457.35,117360953.0
2022-02-03,450.95,452.97,445.71,446.6,118024442.0
2022-02-04,446.35,452.78,443.83,448.7,118454352.0
2022-02-07,449.51,450.99,445.85,447.26,84472859.0
2022-02-08,446.73,451.92,445.22,450.94,81012036.0
2022-02-09,455.22,457.88,455.005,457.54,92589929.0
2022-02-10,451.34,457.71,447.2,449.32,140103712.0
2022-02-11,449.41,451.605,438.94,440.46,153214597.0
2022-02-14,439.92,441.6,435.34,439.02,123006262.0
2022-02-15,443.73,446.28,443.18,446.1,88659503.0
2022-02-16,443.93,448.055,441.94,446.6,84863585.0
2022-02-17,443.22,446.5652,436.42,437.06,102259108.0
2022-02-18,437.33,438.66,431.82,434.23,132642896.0
2022-02-22,431.89,435.5,425.86,429.57,122145129.0
2022-02-23,432.66,433.26,421.35,421.95,132578005.0
2022-02-24,411.02,428.76,410.64,428.3,213942946.0
2022-02-25,429.61,437.84,427.86,437.75,121804459.0
2022-02-28,432.03,438.2,430.7,436.63,145615029.0
2022-03-01,435.04,437.17,427.11,429.98,137785908.0
2022-03-02,432.37,439.72,431.57,437.89,117726525.0
2022-03-03,440.47,441.11,433.8,435.71,105501715.0
2022-03-04,431.75,433.37,427.88,432.17,114083256.0
2022-03-07,431.55,432.3018,419.36,419.43,137896560.0
2022-03-08,419.62,427.21,415.12,416.25,164772744.0
2022-03-09,425.14,429.51,422.82,427.41,116990765.0
2022-03-10,422.52,426.43,420.44,425.48,93972655.0
2022-03-11,428.12,428.77,419.53,420.07,95636277.0
2022-03-14,420.89,424.55,415.79,417.0,95729188.0
2022-03-15,419.77,426.84,418.42,426.17,106219117.0
2022-03-16,429.89,435.68,424.8,435.62,144954805.0
2022-03-17,433.59,441.07,433.19,441.07,102676870.0
2022-03-18,438.0,444.86,437.22,444.52,102665985.0
2022-03-21,444.34,446.46,440.68,444.39,87350111.0
2022-03-22,445.86,450.58,445.86,449.59,73464881.0
2022-03-23,446.91,448.49,443.71,443.8,79426098.0
2022-03-24,445.94,450.5,444.76,450.49,64736892.0
2022-03-25,451.16,452.98,448.43,452.69,76123606.0
2022-03-28,452.06,455.91,450.06,455.91,68529767.0
2022-03-29,460.02,462.07,457.18,461.55,86581542.0
2022-03-30,460.34,461.195,456.465,458.7,79666942.0
2022-03-31,457.89,458.76,451.16,451.64,121699948.0
2022-04-01,453.31,453.46,449.14,452.92,89048773.0
2022-04-04,453.13,456.91,452.26,456.8,59601000.0
2022-04-05,455.22,457.83,449.82,451.03,72741037.0
2022-04-06,446.89,448.93,443.47,446.52,106897970.0
2022-04-07,445.59,450.69,443.53,448.77,78097214.0
2022-04-08,447.97,450.63,445.94,447.57,79272711.0
2022-04-11,444.11,445.0,439.39,439.92,89770538.0
2022-04-12,443.08,445.75,436.6501,438.29,84363635.0
2022-04-13,438.03,444.11,437.84,443.31,74070394.0
2022-04-14,443.55,444.7301,437.68,437.79,97869451.0
2022-04-18,436.81,439.75,435.61,437.97,66002498.0
2022-04-19,437.86,445.8,437.68,445.04,77821013.0
2022-04-20,446.92,447.57,443.48,444.71,64140001.0
2022-04-21,448.54,450.01,437.1,438.06,85417327.0
2022-04-22,436.91,438.0825,425.44,426.04,132471772.0
2022-04-25,423.67,428.69,418.84,428.51,119647748.0
2022-04-26,425.83,426.04,416.07,416.1,100647304.0
2022-04-27,417.24,422.92,415.01,417.27,122029990.0
2022-04-28,422.29,429.64,417.6,427.81,105449088.0
2022-04-29,423.59,425.87,411.21,412.0,145491088.0
2022-05-02,412.07,415.92,405.02,414.48,158312526.0
2022-05-03,415.01,418.93,413.36,416.38,100028190.0
2022-05-04,417.08,429.66,413.7099,429.06,141106960.0
2022-05-05,424.55,425.0,409.44,413.81,172929106.0
2022-05-06,411.1,414.8,405.73,411.34,151770811.0
2022-05-09,405.1,406.41,396.5,398.17,155586067.0
2022-05-10,404.49,406.08,394.82,399.09,132497200.0
2022-05-11,398.07,404.04,391.96,392.75,142360992.0
2022-05-12,389.37,395.8,385.15,392.34,125090753.0
2022-05-13,396.71,403.18,395.61,401.72,104174421.0
2022-05-16,399.98,403.97,397.6,400.09,78622444.0
2022-05-17,406.53,408.57,402.5824,408.32,83029710.0
2022-05-18,403.5,403.8,390.55,391.86,117674545.0
2022-05-19,388.62,394.14,387.11,389.46,98510715.0
2022-05-20,393.25,397.03,380.54,389.63,131432197.0
2022-05-23,392.83,397.73,390.38,396.92,76414878.0
2022-05-24,392.56,395.15,386.96,393.89,91448831.0
2022-05-25,392.31,399.45,391.89,397.37,91472866.0
2022-05-26,398.67,407.04,398.45,405.31,82168339.0
2022-05-27,407.91,415.3801,407.7,415.26,84768710.0
2022-05-31,413.55,416.46,410.03,412.93,95936980.0
2022-06-01,415.17,416.24,406.93,409.59,86585813.0
2022-06-02,409.42,417.44,407.04,417.39,79609633.0
2022-06-03,412.4,414.04,409.51,410.54,71874281.0
2022-06-06,414.78,416.609,410.5523,411.79,57508858.0
2022-06-07,408.1,416.22,407.61,415.74,59272373.0
2022-06-08,413.93,415.82,410.38,411.22,64349966.0
2022-06-09,409.34,411.74,401.44,401.44,86289796.0
2022-06-10,394.88,395.7777,389.75,389.8,132893864.0
2022-06-13,379.85,381.81,373.3,375.0,170004861.0
2022-06-14,376.85,377.94,370.59,373.87,104011831.0
2022-06-15,377.36,383.9,372.12,379.2,125666797.0
2022-06-16,370.51,370.94,364.0799,366.65,134473288.0
2022-06-17,365.51,369.38,362.17,365.86,111113904.0
2022-06-21,371.89,376.525,371.81,375.07,76811861.0
2022-06-22,370.62,378.72,370.18,374.39,90059424.0
2022-06-23,376.64,378.83,372.89,378.06,79292135.0
2022-06-24,381.4,390.09,381.365,390.08,98050333.0
2022-06-27,391.05,391.36,387.44,388.59,66009617.0
2022-06-28,390.23,393.16,380.53,380.65,86689824.0
2022-06-29,381.23,382.27,378.42,380.34,65675999.0
2022-06-30,376.24,380.6582,372.56,377.25,112508273.0
2022-07-01,376.56,381.7,373.8,381.24,74839729.0
2022-07-05,375.88,381.98,372.9,381.96,81437965.0
2022-07-06,382.11,385.87,379.6,383.25,70426244.0
2022-07-07,385.12,389.83,383.267,388.99,64525919.0
2022-07-08,387.27,390.64,385.66,388.67,72397765.0
2022-07-11,385.85,386.87,383.5,384.23,58366945.0
2022-07-12,383.65,386.16,378.99,380.83,62219178.0
2022-07-13,375.1,381.92,374.658,378.83,84224649.0
2022-07-14,373.61,379.0498,371.04,377.91,89704819.0
2022-07-15,382.55,385.25,380.54,385.13,79060383.0
2022-07-18,388.38,389.09,380.66,381.95,63203626.0
2022-07-19,386.08,392.87,385.39,392.27,78505972.0
2022-07-20,392.47,396.26,391.03,394.77,71843769.0
2022-07-21,394.16,398.84,391.63,398.79,64903856.0
2022-07-22,398.92,400.18,392.75,395.09,72197332.0
2022-07-25,395.75,396.47,393.21,395.57,53631485.0
2022-07-26,393.84,394.06,389.95,390.89,52946393.0
2022-07-27,394.36,402.88,394.05,401.04,82342106.0
2022-07-28,401.89,406.8,398.15,406.07,73966563.0
2022-07-29,407.58,413.03,406.77,411.99,87003672.0
2022-08-01,409.15,413.41,408.4,410.77,69997471.0
2022-08-02,409.12,413.0,406.82,408.06,63435418.0
2022-08-03,410.3,415.68,410.0,414.45,67820555.0
2022-08-04,414.37,415.09,412.44,414.17,45656574.0
2022-08-05,409.66,414.15,409.6,413.47,56814929.0
2022-08-08,415.25,417.62,411.83,412.99,54025965.0
2022-08-09,412.22,412.75,410.22,411.35,44931772.0
2022-08-10,418.78,420.14,416.72,419.99,68665712.0
2022-08-11,422.99,424.95,419.21,419.99,59489704.0
