timestamp,Close,Open,High,Low
2024-11-05,3386.99,3306.81,3386.99,3302.05
2024-11-04,3310.21,3275.68,3310.21,3263.84
2024-11-01,3272.01,3275.58,3305.32,3258.73
2024-10-31,3279.82,3267.98,3295.74,3252.39
2024-10-30,3266.24,3273.64,3291.68,3244.81
2024-10-29,3286.41,3328.09,3340.46,3284.21
2024-10-28,3322.2,3300.46,3322.2,3279.72
2024-10-25,3299.7,3280.76,3319.36,3276.13
2024-10-24,3280.26,3287.82,3292.94,3266.88
2024-10-23,3302.8,3285.25,3331.08,3277.07
2024-10-22,3285.87,3263.82,3294.96,3255.14
2024-10-21,3268.11,3276.06,3300.66,3239.1
2024-10-18,3261.56,3165.97,3313.98,3152.82
2024-10-17,3169.38,3220.73,3241.57,3169.38
2024-10-16,3202.95,3169.17,3236.85,3167.74
2024-10-15,3201.29,3265.75,3285.21,3201.29
2024-10-14,3284.32,3241.43,3294.62,3203.9
2024-10-11,3217.74,3287.87,3297.75,3187.99
2024-10-10,3301.93,3277.69,3379.81,3228.12
2024-10-09,3258.86,3427.22,3437.16,3249.16
2024-10-08,3489.78,3674.4,3674.4,3372.19
2024-09-30,3336.5,3194.72,3358.59,3153.7
2024-09-27,3087.53,3049.1,3087.53,3017.45
2024-09-26,3000.95,2893.75,3000.95,2889.01
2024-09-25,2896.31,2901.42,2952.45,2889.05
2024-09-24,2863.13,2770.75,2863.15,2761.37
2024-09-23,2748.92,2735.39,2760.48,2731.36
2024-09-20,2736.81,2734.23,2741.16,2717.95
2024-09-19,2736.02,2723.21,2747.74,2697.78
2024-09-18,2717.28,2705.35,2724.11,2689.7
2024-09-13,2704.09,2718.99,2728.78,2703.37
2024-09-12,2717.12,2722.14,2734.68,2716.56
2024-09-11,2721.8,2732.73,2732.73,2710.62
2024-09-10,2744.19,2737.88,2750.12,2718.63
2024-09-09,2736.49,2754.72,2756.56,2726.97
2024-09-06,2765.81,2791.76,2804.09,2765.64
2024-09-05,2788.31,2785.26,2796.02,2777.47
2024-09-04,2784.28,2786.5,2800.61,2781.94
2024-09-03,2802.98,2809.17,2814.9,2794.91
2024-09-02,2811.03,2832.35,2839.28,2810.37
2024-08-30,2842.21,2819.65,2867.96,2817.01
2024-08-29,2823.11,2829.45,2831.43,2815.38
2024-08-28,2837.43,2844.33,2852.56,2830.96
2024-08-27,2848.73,2850.88,2853.78,2843.16
2024-08-26,2855.52,2855.47,2860.65,2844.38
2024-08-23,2854.37,2844.77,2860.73,2839.34
2024-08-22,2848.77,2856.2,2861.61,2845.5
2024-08-21,2856.58,2858.94,2863.89,2848.15
2024-08-20,2866.66,2895.55,2896.52,2855.33
2024-08-19,2893.67,2877.95,2905.15,2877.77
2024-08-16,2879.43,2877.94,2888.68,2873.06
2024-08-15,2877.36,2844.2,2889.09,2839.39
2024-08-14,2850.65,2866.24,2866.24,2850.4
2024-08-13,2867.95,2860.41,2867.95,2845.31
2024-08-12,2858.2,2858.89,2869.27,2851.3
2024-08-09,2862.19,2879.87,2887.85,2862.19
2024-08-08,2869.9,2864.76,2886.4,2850.87
2024-08-07,2869.83,2864.01,2886.94,2857.72
2024-08-06,2867.28,2878.65,2888.2,2845.33
2024-08-05,2860.7,2889.36,2919.03,2860.7
2024-08-02,2905.34,2913.02,2931.26,2902.72
2024-08-01,2932.39,2940.12,2947.88,2928.83
2024-07-31,2938.75,2877.54,2940.59,2876.3
2024-07-30,2879.3,2885.22,2885.22,2865.15
2024-07-29,2891.85,2889.47,2898.95,2878.58
2024-07-26,2890.9,2886.0,2899.12,2875.4
2024-07-25,2886.74,2891.89,2897.77,2872.85
2024-07-24,2901.95,2909.15,2922.03,2894.29
2024-07-23,2915.37,2960.5,2960.5,2915.37
2024-07-22,2964.22,2978.19,2978.6,2946.56
2024-07-19,2982.31,2963.51,2986.24,2955.12
2024-07-18,2977.13,2951.14,2978.09,2937.9
2024-07-17,2962.85,2970.81,2972.79,2957.95
2024-07-16,2976.3,2963.9,2977.36,2959.67
2024-07-15,2974.01,2963.85,2977.31,2959.13
2024-07-12,2971.29,2965.61,2977.14,2963.3
2024-07-11,2970.39,2957.25,2971.36,2947.4
2024-07-10,2939.36,2949.03,2958.86,2935.33
2024-07-09,2959.37,2919.57,2963.78,2904.04
2024-07-08,2922.45,2939.84,2947.61,2917.23
2024-07-05,2949.93,2954.37,2957.11,2920.2
2024-07-04,2957.57,2984.83,2995.57,2955.29
2024-07-03,2982.38,2995.66,2998.54,2978.07
2024-07-02,2997.01,2992.86,3004.99,2989.47
2024-07-01,2994.73,2965.25,2996.41,2961.86
2024-06-28,2967.4,2940.3,2985.47,2939.98
2024-06-27,2945.85,2962.7,2963.06,2944.9
2024-06-26,2972.53,2943.45,2976.67,2933.33
2024-06-25,2950.0,2962.77,2971.65,2935.54
2024-06-24,2963.1,2982.83,2990.64,2960.13
2024-06-21,2998.14,2998.24,3011.91,2985.93
2024-06-20,3005.44,3015.72,3028.51,3001.77
2024-06-19,3018.05,3029.1,3030.23,3015.33
2024-06-18,3030.25,3015.07,3031.98,3012.52
2024-06-17,3015.89,3017.72,3026.62,3012.05
2024-06-14,3032.63,3020.96,3037.9,3011.58
2024-06-13,3028.92,3038.09,3040.4,3022.82
2024-06-12,3037.47,3025.3,3042.04,3021.31
2024-06-11,3028.05,3042.13,3043.2,3013.86
2024-06-07,3051.28,3053.92,3065.02,3031.04
2024-06-06,3048.79,3069.44,3077.67,3040.83
2024-06-05,3065.4,3086.05,3092.35,3064.74
2024-06-04,3091.2,3071.32,3095.32,3063.59
2024-06-03,3078.49,3085.98,3097.2,3061.28
2024-05-31,3086.81,3094.76,3107.6,3086.81
2024-05-30,3091.68,3103.71,3121.22,3085.38
2024-05-29,3111.02,3108.03,3128.14,3100.98
2024-05-28,3109.57,3122.39,3130.31,3106.36
2024-05-27,3124.04,3094.14,3125.51,3091.99
2024-05-24,3088.87,3110.75,3130.42,3087.79
2024-05-23,3116.39,3149.88,3150.63,3110.28
2024-05-22,3158.54,3157.19,3166.92,3152.46
2024-05-21,3157.97,3164.68,3165.22,3148.34
2024-05-20,3171.15,3156.15,3174.27,3155.99
2024-05-17,3154.03,3121.71,3154.03,3116.78
2024-05-16,3122.4,3127.18,3137.88,3116.16
2024-05-15,3119.9,3141.25,3142.97,3117.93
2024-05-14,3145.77,3148.85,3155.81,3137.61
2024-05-13,3148.02,3139.48,3157.37,3126.17
2024-05-10,3154.55,3158.59,3163.14,3137.15
2024-05-09,3154.32,3128.16,3158.46,3128.16
2024-05-08,3128.48,3141.49,3144.99,3126.17
2024-05-07,3147.74,3139.66,3151.22,3133.69
2024-05-06,3140.72,3132.51,3142.38,3126.77
2024-04-30,3104.82,3110.16,3123.29,3104.29
2024-04-29,3113.04,3086.68,3119.69,3080.59
2024-04-26,3088.64,3054.98,3092.43,3054.98
2024-04-25,3052.9,3037.93,3060.26,3034.65
2024-04-24,3044.82,3029.4,3045.64,3019.12
2024-04-23,3021.98,3038.61,3044.94,3016.52
2024-04-22,3044.6,3059.06,3078.42,3042.54
2024-04-19,3065.26,3060.3,3080.32,3055.06
2024-04-18,3074.22,3060.03,3102.55,3057.76
2024-04-17,3071.38,3008.06,3071.38,3002.06
2024-04-16,3007.07,3043.55,3052.43,3005.34
2024-04-15,3057.38,3013.67,3066.94,2995.54
2024-04-12,3019.47,3035.58,3043.56,3014.83
2024-04-11,3034.25,3013.57,3050.34,3009.9
2024-04-10,3027.33,3045.96,3049.61,3013.59
2024-04-09,3048.54,3044.61,3051.59,3033.21
2024-04-08,3047.05,3057.33,3077.35,3045.47
2024-04-03,3069.3,3074.89,3079.02,3057.4
2024-04-02,3074.96,3076.88,3085.54,3063.98
2024-04-01,3077.38,3049.02,3078.49,3049.02
2024-03-29,3041.17,3008.38,3041.3,3008.17
2024-03-28,3010.66,2988.59,3033.37,2984.12
2024-03-27,2993.14,3026.81,3030.45,2993.14
2024-03-26,3031.48,3026.92,3036.49,3006.26
2024-03-25,3026.31,3040.5,3065.26,3026.31
2024-03-22,3048.03,3070.55,3073.21,3027.76
2024-03-21,3077.11,3084.41,3090.05,3069.27
2024-03-20,3079.69,3058.65,3081.75,3056.65
2024-03-19,3062.76,3077.98,3090.05,3062.63
2024-03-18,3084.93,3057.21,3085.31,3055.92
2024-03-15,3054.64,3031.52,3056.45,3023.22
2024-03-14,3038.23,3042.41,3060.0,3020.64
2024-03-13,3043.83,3053.34,3061.95,3031.9
2024-03-12,3055.94,3068.18,3075.13,3044.86
2024-03-11,3068.46,3042.62,3068.46,3035.45
2024-03-08,3046.02,3026.17,3049.19,3016.9
2024-03-07,3027.4,3040.21,3063.69,3023.12
2024-03-06,3039.93,3041.75,3060.56,3034.35
2024-03-05,3047.79,3027.1,3052.54,3022.18
2024-03-04,3039.31,3026.61,3040.34,3007.68
2024-03-01,3027.02,3013.82,3032.23,3003.76
2024-02-29,3015.17,2943.62,3015.17,2943.62
2024-02-28,2957.85,3016.26,3031.49,2957.85
2024-02-27,3015.48,2966.42,3015.48,2961.15
2024-02-26,2977.02,3002.12,3009.48,2967.06
2024-02-23,3004.88,2992.91,3009.14,2979.97
2024-02-22,2988.36,2945.45,2988.36,2944.5
2024-02-21,2950.96,2906.02,2994.61,2898.05
2024-02-20,2922.73,2902.88,2927.31,2887.47
2024-02-19,2910.54,2886.59,2910.54,2867.71
2024-02-08,2865.9,2832.49,2867.47,2827.9
2024-02-07,2829.7,2791.51,2829.7,2770.53
2024-02-06,2789.49,2680.48,2802.93,2669.67
2024-02-05,2702.19,2716.08,2739.74,2635.09
2024-02-02,2730.15,2773.29,2791.68,2666.33
2024-02-01,2770.74,2773.42,2805.01,2752.78
2024-01-31,2788.55,2815.5,2834.01,2782.59
2024-01-30,2830.53,2866.28,2881.35,2829.25
2024-01-29,2883.36,2910.61,2923.9,2883.33
2024-01-26,2910.22,2897.91,2924.31,2890.48
2024-01-25,2906.11,2823.83,2906.79,2821.71
2024-01-24,2820.77,2782.14,2823.7,2743.4
2024-01-23,2770.98,2746.89,2784.84,2724.16
2024-01-22,2756.34,2826.5,2828.32,2735.37
2024-01-19,2832.28,2836.97,2849.88,2822.84
2024-01-18,2845.78,2822.67,2849.26,2760.98
2024-01-17,2833.62,2887.29,2887.49,2833.62
2024-01-16,2893.99,2881.56,2896.68,2861.13
2024-01-15,2886.29,2872.56,2904.46,2869.22
2024-01-12,2881.98,2880.04,2904.17,2878.88
2024-01-11,2886.65,2873.8,2896.18,2867.72
2024-01-10,2877.7,2886.98,2903.16,2870.42
2024-01-09,2893.25,2887.11,2900.73,2878.41
2024-01-08,2887.54,2923.46,2924.46,2887.54
2024-01-05,2929.18,2949.82,2967.97,2916.72
2024-01-04,2954.35,2965.51,2966.68,2936.63
2024-01-03,2967.25,2957.11,2971.28,2953.29
2024-01-02,2962.28,2972.77,2976.27,2962.28
2023-12-29,2974.93,2950.84,2975.03,2950.02
2023-12-28,2954.7,2913.11,2961.65,2909.39
2023-12-27,2914.61,2900.15,2917.96,2890.17
2023-12-26,2898.88,2917.97,2917.97,2892.84
2023-12-25,2918.81,2909.88,2920.63,2903.99
2023-12-22,2914.78,2919.29,2935.7,2906.51
2023-12-21,2918.71,2892.02,2924.26,2882.02
2023-12-20,2902.11,2932.12,2937.1,2902.04
2023-12-19,2932.39,2928.76,2940.5,2914.13
2023-12-18,2930.8,2936.58,2951.15,2924.33
2023-12-15,2942.56,2966.3,2976.31,2940.03
2023-12-14,2958.99,2979.7,2986.18,2958.07
2023-12-13,2968.76,2997.34,2997.34,2968.76
2023-12-12,3003.44,2986.33,3003.75,2980.45
2023-12-11,2991.44,2956.29,2995.67,2930.42
2023-12-08,2969.56,2965.39,2980.83,2962.33
2023-12-07,2966.21,2965.65,2976.01,2949.14
2023-12-06,2968.93,2966.95,2985.31,2959.6
2023-12-05,2972.3,3017.01,3017.01,2972.3
2023-12-04,3022.91,3033.3,3038.98,3022.35
2023-12-01,3031.64,3027.35,3035.76,3010.23
2023-11-30,3029.67,3021.1,3030.91,3013.77
2023-11-29,3021.69,3038.46,3038.98,3017.66
2023-11-28,3038.55,3028.6,3039.69,3020.23
2023-11-27,3031.7,3038.19,3038.36,3015.01
2023-11-24,3040.97,3060.33,3060.33,3037.2
2023-11-23,3061.86,3041.68,3062.87,3034.3
2023-11-22,3043.61,3060.5,3067.96,3043.61
2023-11-21,3067.93,3074.83,3089.77,3063.34
2023-11-20,3068.32,3056.93,3072.51,3043.51
2023-11-17,3054.37,3043.62,3055.86,3033.75
2023-11-16,3050.93,3066.86,3071.45,3050.93
2023-11-15,3072.83,3077.03,3080.13,3064.35
2023-11-14,3056.07,3046.82,3059.53,3044.43
2023-11-13,3046.53,3044.03,3048.62,3028.17
2023-11-10,3038.97,3043.56,3044.0,3027.09
2023-11-09,3053.28,3047.65,3063.47,3045.83
2023-11-08,3052.37,3051.15,3062.99,3037.29
2023-11-07,3057.27,3052.92,3064.58,3042.47
2023-11-06,3058.41,3047.13,3058.99,3037.69
2023-11-03,3030.8,3012.47,3040.98,3012.47
2023-11-02,3009.41,3028.66,3038.64,3009.12
2023-11-01,3023.08,3038.18,3038.33,3013.93
2023-10-31,3018.77,3019.65,3023.0,3006.61
2023-10-30,3021.55,3009.61,3028.26,3002.35
2023-10-27,3017.78,2978.4,3029.21,2974.88
2023-10-26,2988.3,2960.1,2990.33,2956.01
2023-10-25,2974.11,2986.41,2993.3,2972.42
2023-10-24,2962.24,2944.31,2964.76,2929.09
2023-10-23,2939.29,2969.79,2973.66,2923.51
2023-10-20,2983.06,2995.36,3006.27,2977.17
2023-10-19,3005.39,3043.2,3043.2,3004.77
2023-10-18,3058.71,3076.58,3076.58,3057.06
2023-10-17,3083.5,3076.43,3084.07,3064.89
2023-10-16,3073.81,3091.06,3091.13,3063.69
2023-10-13,3088.1,3092.0,3094.92,3080.55
2023-10-12,3107.9,3101.71,3109.99,3092.18
2023-10-11,3078.96,3085.7,3095.66,3071.94
2023-10-10,3075.24,3104.36,3109.98,3073.19
2023-10-09,3096.92,3100.0,3103.36,3072.64
2023-09-28,3110.48,3117.75,3121.84,3105.94
2023-09-27,3107.32,3104.04,3125.45,3103.84
2023-09-26,3102.27,3114.02,3120.29,3102.27
2023-09-25,3115.61,3131.21,3131.21,3112.15
2023-09-22,3132.43,3084.76,3132.56,3078.8
2023-09-21,3084.7,3103.18,3113.49,3084.7
2023-09-20,3108.57,3118.67,3122.13,3108.16
2023-09-19,3124.96,3123.99,3131.13,3113.53
2023-09-18,3125.93,3110.44,3128.7,3098.5
2023-09-15,3117.74,3133.59,3141.96,3107.45
2023-09-14,3126.55,3124.85,3135.02,3111.86
2023-09-13,3123.07,3137.77,3143.76,3106.97
2023-09-12,3137.06,3140.34,3147.51,3134.32
2023-09-11,3142.78,3119.61,3155.1,3113.82
2023-09-08,3116.72,3114.23,3126.04,3104.67
2023-09-07,3122.35,3152.2,3152.27,3120.82
2023-09-06,3158.08,3147.14,3162.15,3136.9
2023-09-05,3154.37,3169.74,3169.74,3150.08
2023-09-04,3177.06,3145.94,3177.06,3143.38
2023-09-01,3133.25,3126.02,3143.85,3123.19
2023-08-31,3119.88,3134.55,3139.98,3113.95
2023-08-30,3137.14,3144.41,3153.69,3126.9
2023-08-29,3135.89,3091.94,3145.76,3090.44
2023-08-28,3098.64,3219.04,3219.04,3089.12
2023-08-25,3064.07,3068.61,3085.05,3053.04
2023-08-24,3082.24,3085.91,3106.18,3072.95
2023-08-23,3078.4,3116.27,3116.38,3077.61
2023-08-22,3120.33,3103.78,3126.78,3074.53
2023-08-21,3092.98,3125.99,3134.96,3092.98
2023-08-18,3131.95,3165.1,3179.12,3131.95
2023-08-17,3163.74,3137.35,3167.45,3123.25
2023-08-16,3150.13,3164.7,3176.63,3149.72
2023-08-15,3176.18,3180.56,3186.23,3147.35
2023-08-14,3178.43,3159.71,3180.51,3141.66
2023-08-11,3189.25,3254.48,3254.48,3189.25
2023-08-10,3254.56,3242.21,3257.03,3234.12
2023-08-09,3244.49,3251.15,3257.08,3240.29
2023-08-08,3260.62,3260.72,3274.52,3246.67
2023-08-07,3268.83,3276.78,3276.78,3258.54
2023-08-04,3288.08,3296.09,3315.05,3281.73
2023-08-03,3280.46,3254.57,3280.86,3247.27
2023-08-02,3261.69,3281.86,3290.82,3252.3
2023-08-01,3290.95,3288.76,3305.34,3279.57
2023-07-31,3291.04,3287.21,3322.13,3281.01
2023-07-28,3275.93,3206.74,3280.28,3200.99
2023-07-27,3216.67,3225.48,3245.6,3210.47
2023-07-26,3223.03,3228.09,3229.89,3212.88
2023-07-25,3231.52,3201.46,3231.75,3201.46
2023-07-24,3164.16,3157.47,3178.73,3151.13
2023-07-21,3167.75,3163.42,3185.64,3157.33
2023-07-20,3169.52,3201.91,3209.06,3165.67
2023-07-19,3198.84,3195.01,3204.36,3181.56
2023-07-18,3197.82,3206.79,3210.25,3190.0
2023-07-17,3209.63,3219.02,3219.02,3195.89
2023-07-14,3237.7,3240.97,3248.39,3234.0
2023-07-13,3236.48,3202.7,3238.47,3202.7
2023-07-12,3196.13,3220.38,3224.33,3193.44
2023-07-11,3221.37,3211.12,3221.68,3200.38
2023-07-10,3203.7,3208.73,3216.53,3192.66
2023-07-07,3196.61,3197.47,3212.05,3189.21
2023-07-06,3205.57,3215.86,3229.48,3199.72
2023-07-05,3222.95,3240.05,3241.84,3218.6
2023-07-04,3245.35,3241.23,3246.96,3233.99
2023-07-03,3243.98,3209.16,3246.86,3209.16
2023-06-30,3202.06,3178.92,3212.99,3177.99
2023-06-29,3182.38,3185.42,3196.5,3179.53
2023-06-28,3189.38,3183.49,3192.66,3157.12
2023-06-27,3189.44,3153.31,3194.41,3148.27
2023-06-26,3150.62,3177.23,3181.08,3144.25
2023-06-21,3197.9,3230.11,3236.36,3197.9
2023-06-20,3240.36,3252.54,3252.84,3237.79
2023-06-19,3255.81,3271.16,3271.16,3251.78
2023-06-16,3273.33,3256.3,3276.55,3255.5
2023-06-15,3252.98,3230.45,3252.98,3229.15
2023-06-14,3228.99,3238.12,3248.46,3226.77
2023-06-13,3233.67,3223.9,3235.09,3215.5
2023-06-12,3228.83,3225.3,3239.44,3210.71
2023-06-09,3231.41,3213.03,3231.41,3206.1
2023-06-08,3213.59,3194.83,3225.53,3180.54
2023-06-07,3197.76,3197.47,3210.33,3188.01
2023-06-06,3195.34,3228.41,3247.35,3189.27
2023-06-05,3232.44,3231.81,3244.18,3221.63
2023-06-02,3230.07,3212.45,3233.99,3211.74
2023-06-01,3204.63,3196.15,3225.09,3189.52
2023-05-31,3204.56,3214.66,3216.36,3190.27
2023-05-30,3224.21,3214.67,3230.63,3186.63
2023-05-29,3221.45,3219.76,3230.97,3208.96
2023-05-26,3212.5,3198.88,3220.77,3179.82
2023-05-25,3201.26,3197.36,3207.02,3168.57
2023-05-24,3204.75,3237.7,3237.7,3204.38
2023-05-23,3246.24,3294.79,3298.23,3246.24
2023-05-22,3296.47,3278.6,3308.53,3276.54
2023-05-19,3283.54,3288.89,3302.34,3268.22
2023-05-18,3297.32,3288.41,3313.86,3284.17
2023-05-17,3284.23,3281.97,3298.52,3269.89
2023-05-16,3290.99,3310.16,3317.9,3282.49
2023-05-15,3310.74,3269.88,3310.74,3235.87
2023-05-12,3272.36,3304.46,3319.13,3271.43
2023-05-11,3309.55,3323.66,3333.25,3307.29
2023-05-10,3319.15,3347.7,3349.72,3305.25
2023-05-09,3357.67,3402.39,3418.95,3356.12
2023-05-08,3395.0,3340.99,3400.18,3340.99
2023-05-05,3334.5,3350.65,3364.14,3321.19
2023-05-04,3350.46,3306.48,3352.75,3302.03
2023-04-28,3323.27,3283.12,3324.88,3283.12
2023-04-27,3285.88,3256.23,3299.3,3253.11
2023-04-26,3264.1,3255.22,3277.98,3239.99
2023-04-25,3264.87,3276.4,3288.57,3229.45
2023-04-24,3275.41,3300.81,3303.09,3264.93
2023-04-21,3301.26,3364.0,3367.61,3301.26
2023-04-20,3367.03,3367.05,3371.37,3344.02
2023-04-19,3370.13,3391.35,3394.96,3364.64
2023-04-18,3393.33,3379.23,3396.17,3375.78
2023-04-17,3385.61,3337.06,3385.61,3336.39
2023-04-14,3338.15,3326.37,3340.08,3316.81
2023-04-13,3318.36,3321.27,3334.47,3309.25
2023-04-12,3327.18,3316.86,3330.71,3315.4
2023-04-11,3313.57,3317.08,3317.45,3298.25
2023-04-10,3315.36,3331.51,3332.72,3309.92
2023-04-07,3327.65,3312.48,3328.85,3308.06
2023-04-06,3312.63,3302.75,3314.53,3296.05
2023-04-04,3312.56,3297.18,3312.56,3290.99
2023-04-03,3296.4,3277.34,3299.73,3276.42
2023-03-31,3272.86,3263.41,3278.42,3260.04
2023-03-30,3261.25,3243.07,3263.74,3220.98
2023-03-29,3240.06,3253.62,3254.56,3229.58
2023-03-28,3245.38,3256.6,3264.1,3241.74
2023-03-27,3251.4,3261.82,3261.82,3229.7
2023-03-24,3265.65,3282.74,3282.74,3260.84
2023-03-23,3286.65,3258.78,3286.65,3252.99
2023-03-22,3265.75,3263.41,3279.39,3255.74
2023-03-21,3255.65,3240.84,3256.0,3237.89
2023-03-20,3234.91,3253.93,3267.99,3231.65
2023-03-17,3250.55,3245.26,3279.92,3240.16
2023-03-16,3226.89,3244.47,3257.43,3224.72
2023-03-15,3263.31,3261.03,3273.12,3256.86
2023-03-14,3245.31,3261.92,3262.0,3216.99
2023-03-13,3268.7,3228.12,3268.7,3228.12
2023-03-10,3230.08,3255.51,3262.15,3229.5
2023-03-09,3276.09,3285.94,3289.06,3260.0
2023-03-08,3283.25,3271.88,3283.25,3263.69
2023-03-07,3285.1,3320.21,3342.86,3284.41
2023-03-06,3322.03,3332.02,3333.06,3308.73
2023-03-03,3328.39,3314.77,3330.6,3302.62
2023-03-02,3310.65,3308.01,3320.74,3306.46
2023-03-01,3312.35,3279.14,3315.16,3272.04
2023-02-28,3279.61,3265.74,3280.42,3246.14
2023-02-27,3258.03,3257.0,3276.58,3251.72
2023-02-24,3267.16,3287.26,3288.39,3253.97
2023-02-23,3287.48,3293.52,3307.44,3275.36
2023-02-22,3291.15,3292.05,3307.03,3286.72
2023-02-21,3306.52,3291.63,3308.79,3282.44
2023-02-20,3290.34,3230.47,3291.04,3225.84
