"Date","Price","Open","High","Low","Vol.","Change %"
"07/21/2022","2,053.64","2,075.99","2,075.99","2,022.16","","-1.04%"
"07/20/2022","2,075.24","2,076.24","2,098.92","2,067.37","","0.19%"
"07/19/2022","2,071.28","2,089.28","2,089.28","2,047.33","","-1.20%"
"07/18/2022","2,096.42","2,119.02","2,127.96","2,083.01","","-0.62%"
"07/15/2022","2,109.52","2,069.02","2,109.52","2,056.82","","2.24%"
"07/14/2022","2,063.30","2,073.79","2,105.61","2,049.44","","-0.50%"
"07/13/2022","2,073.68","2,138.14","2,142.51","2,064.58","","-2.82%"
"07/12/2022","2,133.77","2,160.74","2,160.74","2,105.26","","-1.32%"
"07/11/2022","2,162.34","2,213.55","2,224.35","2,156.36","","-2.71%"
"07/08/2022","2,222.51","2,225.02","2,234.55","2,202.52","","-0.19%"
"07/07/2022","2,226.65","2,221.02","2,239.59","2,206.16","","0.21%"
"07/06/2022","2,221.88","2,227.02","2,273.24","2,214.04","","-0.21%"
"07/05/2022","2,226.64","2,214.39","2,238.73","2,187.57","","1.00%"
"07/04/2022","2,204.66","2,208.70","2,240.83","2,197.39","","-0.09%"
"07/01/2022","2,206.61","2,197.90","2,237.92","2,165.13","","0.08%"
"06/30/2022","2,204.85","2,380.03","2,407.20","2,184.71","","-7.30%"
"06/29/2022","2,378.55","2,407.49","2,407.49","2,370.41","","-1.25%"
"06/28/2022","2,408.75","2,419.15","2,419.81","2,392.26","","-0.34%"
"06/27/2022","2,417.06","2,387.55","2,417.06","2,384.32","","1.07%"
"06/24/2022","2,391.51","2,405.31","2,414.02","2,372.05","","-0.54%"
"06/23/2022","2,404.54","2,375.60","2,404.54","2,350.10","","1.31%"
"06/22/2022","2,373.52","2,348.04","2,373.52","2,320.87","","0.62%"
"06/21/2022","2,358.81","2,407.63","2,415.59","2,357.27","","-1.90%"
"06/20/2022","2,404.40","2,358.26","2,404.40","2,357.33","","2.14%"
"06/17/2022","2,353.98","2,373.07","2,382.49","2,345.40","","-0.67%"
"06/16/2022","2,369.75","2,321.52","2,374.24","2,317.87","","2.19%"
"06/15/2022","2,318.96","2,290.76","2,320.40","2,282.79","","1.28%"
"06/14/2022","2,289.75","2,280.02","2,308.43","2,261.26","","0.19%"
"06/10/2022","2,285.52","2,282.81","2,296.10","2,273.95","","-0.37%"
"06/09/2022","2,293.99","2,321.57","2,323.39","2,275.22","","-1.07%"
"06/08/2022","2,318.85","2,296.62","2,342.69","2,296.62","","1.19%"
"06/07/2022","2,291.62","2,281.30","2,294.40","2,239.72","","0.41%"
"06/06/2022","2,282.16","2,308.35","2,321.75","2,277.21","","-1.12%"
"06/03/2022","2,308.03","2,341.55","2,348.03","2,286.82","","-1.37%"
"06/02/2022","2,340.17","2,374.67","2,382.23","2,337.53","","-1.45%"
"06/01/2022","2,374.60","2,349.84","2,385.64","2,338.90","","0.80%"
"05/31/2022","2,355.75","2,400.75","2,400.75","2,351.74","","-1.86%"
"05/30/2022","2,400.39","2,418.21","2,433.04","2,376.44","","-0.30%"
"05/27/2022","2,407.59","2,424.70","2,439.89","2,399.92","","-0.23%"
"05/26/2022","2,413.06","2,348.44","2,415.03","2,327.29","","3.11%"
"05/25/2022","2,340.18","2,300.15","2,340.18","2,291.13","","2.03%"
"05/24/2022","2,293.62","2,300.11","2,317.92","2,229.22","","-0.36%"
"05/23/2022","2,301.85","2,379.66","2,389.42","2,300.77","","-3.01%"
"05/20/2022","2,373.26","2,441.56","2,451.02","2,365.81","","-2.60%"
"05/19/2022","2,436.57","2,454.36","2,454.83","2,414.63","","-0.36%"
"05/18/2022","2,445.30","2,438.00","2,490.17","2,438.00","","0.87%"
"05/17/2022","2,424.10","2,378.08","2,425.17","2,371.93","","2.52%"
"05/16/2022","2,364.60","2,308.20","2,379.35","2,306.06","","2.47%"
"05/13/2022","2,307.50","2,309.98","2,321.91","2,283.10","","0.42%"
"05/12/2022","2,297.89","2,382.33","2,386.16","2,283.31","","-3.74%"
"05/11/2022","2,387.14","2,391.91","2,414.87","2,367.48","","-0.25%"
"05/06/2022","2,393.03","2,405.17","2,406.78","2,372.52","","-0.49%"
"05/05/2022","2,404.80","2,379.04","2,412.81","2,379.04","","1.33%"
"05/04/2022","2,373.16","2,444.25","2,464.60","2,373.16","","-2.94%"
"04/29/2022","2,445.17","2,390.83","2,448.52","2,390.83","","2.58%"
"04/28/2022","2,383.66","2,434.86","2,505.94","2,379.12","","-1.68%"
"04/27/2022","2,424.28","2,326.27","2,427.47","2,305.47","","4.56%"
"04/26/2022","2,318.46","2,190.97","2,347.92","2,190.97","","6.05%"
"04/25/2022","2,186.22","2,236.32","2,237.45","2,168.18","","-2.06%"
"04/22/2022","2,232.23","2,271.18","2,290.04","2,223.73","","-1.71%"
"04/21/2022","2,271.05","2,334.97","2,341.21","2,260.68","","-2.56%"
"04/20/2022","2,330.73","2,326.03","2,374.87","2,271.72","","0.57%"
"04/19/2022","2,317.46","2,342.53","2,344.37","2,216.61","","-1.07%"
"04/18/2022","2,342.63","2,430.91","2,447.58","2,338.36","","-3.40%"
"04/15/2022","2,424.99","2,403.16","2,431.91","2,353.13","","0.84%"
"04/14/2022","2,404.73","2,530.90","2,533.77","2,403.86","","-4.89%"
"04/13/2022","2,528.42","2,546.64","2,558.86","2,517.44","","-0.49%"
"04/12/2022","2,540.99","2,559.22","2,570.78","2,472.28","","-0.63%"
"04/11/2022","2,557.16","2,596.17","2,623.64","2,557.16","","-1.37%"
"04/08/2022","2,592.72","2,649.16","2,656.72","2,554.72","","-1.62%"
"04/07/2022","2,635.39","2,618.26","2,653.85","2,618.26","","0.92%"
"04/06/2022","2,611.43","2,641.79","2,696.97","2,594.95","","-1.93%"
"04/05/2022","2,662.79","2,796.56","2,808.27","2,576.34","","-4.48%"
"04/04/2022","2,787.69","2,775.06","2,835.46","2,682.34","","1.02%"
"04/01/2022","2,759.64","2,714.62","2,817.72","2,714.62","","2.08%"
"03/31/2022","2,703.51","2,535.32","2,703.51","2,533.39","","7.58%"
"03/30/2022","2,513.03","2,437.92","2,513.03","2,437.92","","4.34%"
"03/29/2022","2,408.49","2,442.43","2,538.20","2,363.62","","-0.91%"
"03/28/2022","2,430.70","2,479.49","2,484.57","2,407.20","","-2.15%"
"03/25/2022","2,484.13","2,620.62","2,664.74","2,470.69","","-3.66%"
"03/24/2022","2,578.51","2,467.09","2,761.17","2,447.68","","4.37%"
"02/25/2022","2,470.48","2,261.33","2,552.46","2,256.09","","20.04%"
"02/24/2022","2,058.12","2,735.88","2,740.31","1,681.55","","-33.28%"
"02/22/2022","3,084.74","2,909.40","3,113.40","2,756.46","","1.58%"
"02/21/2022","3,036.88","3,458.73","3,460.42","2,910.49","","-10.50%"
"02/18/2022","3,393.31","3,547.04","3,565.52","3,371.05","","-3.35%"
"02/17/2022","3,511.08","3,588.27","3,595.12","3,498.20","","-3.71%"
"02/16/2022","3,646.41","3,682.94","3,683.95","3,608.01","","1.28%"
"02/15/2022","3,600.29","3,532.00","3,614.15","3,514.98","","3.42%"
"02/14/2022","3,481.38","3,442.82","3,524.87","3,404.35","","-1.84%"
"02/11/2022","3,546.62","3,579.69","3,596.74","3,514.12","","-2.99%"
"02/10/2022","3,655.76","3,628.51","3,655.76","3,592.75","","0.46%"
"02/09/2022","3,638.93","3,593.00","3,638.93","3,580.45","","2.46%"
"02/08/2022","3,551.65","3,497.18","3,551.65","3,487.64","","2.33%"
"02/07/2022","3,470.78","3,511.39","3,521.26","3,437.93","","-0.01%"
"02/04/2022","3,471.01","3,499.32","3,556.32","3,464.14","","0.00%"
"02/03/2022","3,471.18","3,498.76","3,519.23","3,446.65","","-2.05%"
"02/02/2022","3,543.80","3,574.87","3,580.22","3,516.17","","-0.12%"
"02/01/2022","3,548.17","3,564.55","3,584.71","3,531.35","","0.50%"
"01/31/2022","3,530.38","3,524.11","3,566.05","3,518.55","","1.20%"
"01/28/2022","3,488.60","3,508.57","3,534.40","3,446.01","","0.95%"
"01/27/2022","3,455.93","3,296.47","3,525.94","3,284.49","","2.93%"
"01/26/2022","3,357.66","3,341.71","3,412.15","3,276.06","","3.04%"
"01/25/2022","3,258.74","3,316.98","3,330.90","3,229.45","","0.73%"
"01/24/2022","3,235.28","3,426.19","3,426.47","3,158.46","","-5.93%"
"01/21/2022","3,439.25","3,420.12","3,503.84","3,407.27","","-2.18%"
"01/20/2022","3,516.02","3,519.02","3,533.61","3,403.74","","2.30%"
"01/19/2022","3,436.82","3,290.31","3,500.27","3,256.60","","3.24%"
"01/18/2022","3,328.94","3,527.77","3,534.56","3,297.12","","-6.50%"
"01/17/2022","3,560.35","3,633.01","3,651.36","3,501.94","","-1.02%"
"01/14/2022","3,596.98","3,703.90","3,723.62","3,512.03","","-2.12%"
"01/13/2022","3,674.73","3,814.98","3,818.97","3,664.48","","-4.05%"
"01/12/2022","3,829.95","3,797.31","3,841.72","3,783.92","","1.18%"
"01/11/2022","3,785.29","3,764.56","3,800.91","3,751.45","","1.25%"
"01/10/2022","3,738.68","3,798.43","3,806.84","3,726.73","","-0.39%"
"01/06/2022","3,753.29","3,758.68","3,784.17","3,720.17","","-1.62%"
"01/05/2022","3,815.05","3,857.90","3,875.25","3,805.06","","-1.51%"
"01/04/2022","3,873.49","3,880.20","3,892.33","3,846.81","","0.54%"
"01/03/2022","3,852.50","3,825.30","3,866.15","3,823.50","","1.72%"
