"Date","Price","Open","High","Low","Vol.","Change %"
"06/21/2024","3,114.35","3,126.25","3,141.25","3,096.63","","-0.24%"
"06/20/2024","3,121.74","3,126.25","3,123.43","2,996.44","","3.11%"
"06/19/2024","3,027.47","3,104.22","3,107.39","3,015.84","","-2.78%"
"06/18/2024","3,114.15","3,171.38","3,176.01","3,109.09","","-2.18%"
"06/17/2024","3,183.68","3,219.29","3,221.84","3,183.68","","-1.00%"
"06/14/2024","3,215.91","3,171.78","3,219.65","3,160.17","","1.39%"
"06/13/2024","3,171.69","3,050.03","3,178.01","3,032.05","","0.02%"
"06/11/2024","3,171.10","3,178.71","3,191.27","3,148.22","","-0.31%"
"06/10/2024","3,180.94","3,245.40","3,255.49","3,180.21","","-1.62%"
"06/07/2024","3,233.22","3,199.75","3,268.89","3,193.57","","1.28%"
"06/06/2024","3,192.38","3,206.74","3,215.99","3,178.21","","-0.62%"
"06/05/2024","3,212.24","3,217.63","3,237.53","3,194.73","","0.79%"
"06/04/2024","3,186.93","3,160.01","3,201.53","3,138.25","","1.45%"
"06/03/2024","3,141.42","3,192.30","3,217.36","3,087.99","","-2.36%"
"05/31/2024","3,217.19","3,258.52","3,270.01","3,211.19","","-1.98%"
"05/30/2024","3,282.18","3,332.77","3,342.59","3,275.54","","-1.08%"
"05/29/2024","3,318.03","3,307.76","3,323.08","3,284.14","","0.46%"
"05/28/2024","3,302.91","3,305.11","3,347.85","3,277.48","","0.11%"
"05/27/2024","3,299.22","3,384.74","3,392.99","3,298.21","","-2.86%"
"05/24/2024","3,396.50","3,438.65","3,442.36","3,377.64","","-1.34%"
"05/23/2024","3,442.79","3,436.81","3,444.79","3,407.41","","-0.05%"
"05/22/2024","3,444.64","3,433.36","3,449.43","3,433.36","","0.47%"
"05/21/2024","3,428.38","3,447.25","3,460.19","3,409.92","","-1.15%"
"05/20/2024","3,468.09","3,516.40","3,521.72","3,468.09","","-0.97%"
"05/17/2024","3,501.89","3,495.25","3,506.91","3,490.17","","0.45%"
"05/16/2024","3,486.26","3,480.48","3,490.77","3,477.85","","0.45%"
"05/15/2024","3,470.72","3,466.35","3,476.49","3,462.86","","0.20%"
"05/14/2024","3,463.93","3,465.83","3,468.28","3,457.31","","0.20%"
"05/13/2024","3,457.11","3,459.05","3,465.62","3,448.50","","0.21%"
"05/10/2024","3,449.78","3,438.50","3,452.33","3,438.50","","0.50%"
"05/08/2024","3,432.54","3,431.84","3,438.75","3,430.10","","0.14%"
"05/07/2024","3,427.61","3,405.82","3,428.37","3,405.82","","-0.25%"
"05/06/2024","3,436.05","3,441.70","3,444.11","3,418.47","","-0.17%"
"05/03/2024","3,441.77","3,443.49","3,450.43","3,424.63","","-0.03%"
"05/02/2024","3,442.83","3,470.87","3,477.42","3,439.58","","-0.78%"
"04/30/2024","3,469.83","3,481.29","3,486.30","3,464.86","","-0.24%"
"04/29/2024","3,478.08","3,468.92","3,480.47","3,467.25","","0.35%"
"04/27/2024","3,465.85","3,453.63","3,467.23","3,453.40","","0.47%"
"04/26/2024","3,449.77","3,446.39","3,459.12","3,438.06","","0.29%"
"04/25/2024","3,439.76","3,429.62","3,443.74","3,427.02","","0.32%"
"04/24/2024","3,428.93","3,438.45","3,445.67","3,423.17","","-0.30%"
"04/23/2024","3,439.42","3,483.26","3,487.55","3,436.83","","-1.14%"
"04/22/2024","3,479.17","3,468.09","3,480.21","3,460.58","","0.24%"
"04/19/2024","3,470.88","3,458.86","3,475.13","3,451.48","","0.44%"
"04/18/2024","3,455.82","3,451.37","3,457.46","3,436.95","","0.05%"
"04/17/2024","3,454.07","3,469.57","3,476.72","3,443.07","","-0.26%"
"04/16/2024","3,462.94","3,478.02","3,479.04","3,459.45","","-0.27%"
"04/15/2024","3,472.19","3,456.38","3,476.98","3,454.06","","0.46%"
"04/12/2024","3,456.24","3,448.60","3,464.00","3,446.79","","0.49%"
"04/11/2024","3,439.53","3,442.84","3,455.61","3,431.18","","0.01%"
"04/10/2024","3,439.11","3,424.75","3,440.03","3,405.46","","0.73%"
"04/09/2024","3,414.26","3,423.41","3,441.18","3,408.99","","-0.09%"
"04/08/2024","3,417.38","3,400.82","3,423.35","3,400.82","","0.65%"
"04/05/2024","3,395.37","3,393.20","3,401.16","3,385.42","","-0.36%"
"04/04/2024","3,407.57","3,399.81","3,409.62","3,392.06","","0.35%"
"04/03/2024","3,395.59","3,381.95","3,397.33","3,376.63","","0.72%"
"04/02/2024","3,371.29","3,369.32","3,375.69","3,357.55","","0.24%"
"04/01/2024","3,363.29","3,343.66","3,367.34","3,343.66","","0.92%"
"03/29/2024","3,332.53","3,313.17","3,332.53","3,305.22","","0.60%"
"03/28/2024","3,312.77","3,308.26","3,313.59","3,301.52","","0.26%"
"03/27/2024","3,304.09","3,291.70","3,304.09","3,280.03","","0.56%"
"03/26/2024","3,285.54","3,286.20","3,291.00","3,275.80","","0.12%"
"03/25/2024","3,281.63","3,251.24","3,281.63","3,234.95","","0.25%"
"03/22/2024","3,273.49","3,289.28","3,299.19","3,260.39","","-0.40%"
"03/21/2024","3,286.69","3,286.75","3,297.46","3,259.03","","0.60%"
"03/20/2024","3,267.10","3,268.87","3,286.72","3,257.72","","0.07%"
"03/19/2024","3,264.97","3,293.93","3,303.52","3,254.30","","-0.95%"
"03/18/2024","3,296.30","3,305.67","3,313.05","3,292.00","","-0.11%"
"03/15/2024","3,300.07","3,295.15","3,313.42","3,292.13","","0.09%"
"03/14/2024","3,297.00","3,314.66","3,318.49","3,287.86","","-0.71%"
"03/13/2024","3,320.68","3,337.56","3,343.56","3,317.19","","-0.36%"
"03/12/2024","3,332.60","3,320.18","3,335.41","3,304.49","","0.37%"
"03/11/2024","3,320.31","3,329.72","3,340.37","3,318.90","","0.14%"
"03/07/2024","3,315.68","3,309.31","3,317.73","3,303.93","","0.15%"
"03/06/2024","3,310.58","3,298.86","3,318.14","3,289.25","","0.29%"
"03/05/2024","3,300.89","3,305.79","3,312.41","3,283.59","","0.13%"
"03/04/2024","3,296.75","3,278.01","3,298.63","3,277.85","","0.92%"
"03/01/2024","3,266.66","3,259.00","3,269.28","3,249.69","","0.30%"
"02/29/2024","3,256.80","3,233.03","3,258.14","3,224.09","","0.92%"
"02/28/2024","3,227.05","3,215.53","3,240.29","3,213.36","","0.56%"
"02/27/2024","3,208.99","3,220.26","3,224.52","3,203.58","","-0.13%"
"02/26/2024","3,213.17","3,186.06","3,213.17","3,186.06","","2.26%"
"02/22/2024","3,142.30","3,152.75","3,166.86","3,141.88","","0.09%"
"02/21/2024","3,139.50","3,173.01","3,185.80","3,135.80","","-2.12%"
"02/20/2024","3,207.49","3,236.85","3,237.34","3,206.07","","-1.14%"
"02/19/2024","3,244.56","3,247.46","3,253.02","3,234.10","","0.06%"
"02/16/2024","3,242.48","3,269.84","3,275.23","3,236.42","","-0.71%"
"02/15/2024","3,265.63","3,249.78","3,265.83","3,238.83","","0.23%"
"02/14/2024","3,258.14","3,261.52","3,267.88","3,251.76","","0.11%"
"02/13/2024","3,254.60","3,250.30","3,259.69","3,245.02","","0.19%"
"02/12/2024","3,248.50","3,241.57","3,248.50","3,227.70","","0.19%"
"02/09/2024","3,242.38","3,231.30","3,242.38","3,219.56","","0.02%"
"02/08/2024","3,241.81","3,261.18","3,266.45","3,236.79","","-0.45%"
"02/07/2024","3,256.58","3,240.57","3,259.24","3,240.16","","0.56%"
"02/06/2024","3,238.40","3,234.44","3,238.40","3,228.78","","0.36%"
"02/05/2024","3,226.79","3,218.91","3,232.38","3,218.91","","0.01%"
"02/02/2024","3,226.35","3,229.48","3,232.35","3,215.00","","-0.11%"
"02/01/2024","3,229.89","3,220.43","3,233.21","3,220.38","","0.49%"
"01/31/2024","3,214.19","3,201.48","3,219.41","3,198.83","","0.57%"
"01/30/2024","3,196.08","3,181.75","3,196.15","3,178.82","","0.61%"
"01/29/2024","3,176.61","3,169.57","3,184.15","3,169.57","","0.42%"
"01/26/2024","3,163.21","3,164.55","3,171.95","3,157.76","","0.17%"
"01/25/2024","3,157.74","3,163.36","3,166.95","3,143.89","","-0.15%"
"01/24/2024","3,162.41","3,176.59","3,183.70","3,152.96","","-0.42%"
"01/23/2024","3,175.74","3,176.19","3,179.75","3,166.66","","0.11%"
"01/22/2024","3,172.15","3,161.44","3,179.11","3,157.37","","0.18%"
"01/19/2024","3,166.37","3,176.13","3,179.21","3,154.46","","-0.39%"
"01/18/2024","3,178.85","3,188.71","3,193.54","3,176.72","","-0.20%"
"01/17/2024","3,185.23","3,174.87","3,189.26","3,169.99","","0.18%"
"01/16/2024","3,179.45","3,186.77","3,187.14","3,162.98","","-0.17%"
"01/15/2024","3,184.88","3,190.62","3,200.78","3,176.73","","-0.01%"
"01/12/2024","3,185.22","3,182.50","3,196.98","3,176.09","","0.12%"
"01/11/2024","3,181.25","3,158.30","3,181.25","3,148.50","","0.52%"
"01/10/2024","3,164.70","3,158.35","3,174.28","3,156.44","","0.29%"
"01/09/2024","3,155.55","3,156.17","3,158.72","3,143.03","","-0.10%"
"01/08/2024","3,158.58","3,140.12","3,158.82","3,139.37","","0.71%"
"01/05/2024","3,136.37","3,138.27","3,142.80","3,128.16","","0.01%"
"01/04/2024","3,136.07","3,140.66","3,144.25","3,133.93","","0.19%"
"01/03/2024","3,130.23","3,099.78","3,132.76","3,099.10","","1.00%"
"12/29/2023","3,099.11","3,092.66","3,102.08","3,086.26","","-0.09%"
"12/28/2023","3,101.99","3,099.56","3,101.99","3,081.98","","0.15%"
"12/27/2023","3,097.49","3,100.99","3,112.19","3,097.31","","0.09%"
"12/26/2023","3,094.72","3,090.39","3,098.69","3,080.92","","-0.14%"
"12/25/2023","3,099.02","3,095.42","3,108.14","3,086.89","","0.21%"
"12/22/2023","3,092.58","3,076.31","3,102.75","3,075.56","","0.62%"
"12/21/2023","3,073.57","3,093.46","3,095.01","3,050.00","","-1.00%"
"12/20/2023","3,104.66","3,091.35","3,113.92","3,088.74","","0.68%"
"12/19/2023","3,083.64","3,084.12","3,091.26","3,066.34","","0.24%"
"12/18/2023","3,076.26","3,052.14","3,090.04","3,048.82","","1.40%"
"12/15/2023","3,033.89","2,959.29","3,037.29","2,959.29","","0.83%"
"12/14/2023","3,008.84","3,046.43","3,057.08","3,005.94","","-0.77%"
"12/13/2023","3,032.22","3,011.99","3,043.42","3,002.38","","0.41%"
"12/12/2023","3,019.89","3,020.61","3,046.81","2,992.50","","-0.21%"
"12/11/2023","3,026.17","3,081.88","3,082.30","3,025.74","","-1.75%"
