date,S&P 500,NASDAQ,Dow Jones,US stock market,bull market,stocks rally,economic growth,interest rate cut,strong earnings,SP500 up,ETF inflows,US market gains,equities surge,stock rally,financial markets rising
2025-04-23,5,13,25,28,16,9,47,35,5,18,8,11,6,13,22
