date,S&P 500,NASDAQ,Dow Jones,US stock market,bull market,stocks rally,economic growth,interest rate cut,strong earnings,SP500 up,ETF inflows,US market gains,equities surge,stock rally,financial markets rising
2025-04-26,7,9,17,27,12,10,43,31,7,14,6,12,5,18,24
