date,S&P 500,NASDAQ,Dow Jones,US stock market,bull market,stocks rally,economic growth,interest rate cut,strong earnings,SP500 up,ETF inflows,US market gains,equities surge,stock rally,financial markets rising
2025-04-19,11,5,35,35,18,18,36,32,2,20,15,16,9,24,26
