date,S&P 500,NASDAQ,Dow Jones,US stock market,bull market,stocks rally,economic growth,interest rate cut,strong earnings,SP500 up,ETF inflows,US market gains,equities surge,stock rally,financial markets rising
2025-04-20,10,15,32,34,16,15,28,42,5,20,14,19,10,25,31
2025-04-21,10,15,33,32,15,15,27,39,5,20,14,20,10,24,30
2025-04-21,10,14,33,31,15,15,27,39,5,20,14,21,10,23,30
