timestamp,Open,High,Low,Close,Volume
2025-04-01,5597.53,5650.57,5558.52,5633.07,4434500000.0
2025-04-02,5580.76,5695.31,5571.48,5670.97,4243830000.0
2025-04-03,5492.74,5499.53,5390.83,5396.52,7210470000.0
2025-04-04,5292.14,5292.14,5069.9,5074.08,8853500000.0
2025-04-07,4953.79,5246.57,4835.04,5062.25,8691980000.0
2025-04-08,5193.57,5267.47,4910.42,4982.77,7408140000.0
2025-04-09,4965.28,5481.34,4948.43,5456.9,9489600000.0
2025-04-10,5353.15,5353.15,5115.27,5268.05,6677140000.0
2025-04-11,5255.56,5381.46,5220.77,5363.36,5602550000.0
2025-04-14,5441.96,5459.46,5358.02,5405.97,5031440000.0
2025-04-15,5411.99,5450.41,5386.44,5396.63,4317110000.0
2025-04-16,5335.75,5367.24,5220.79,5275.7,4607750000.0
2025-04-17,5305.45,5328.31,5255.58,5282.7,4714880000.0
2025-04-21,5232.94,5232.94,5101.63,5158.2,4226340000.0
2025-04-22,5207.67,5309.61,5207.67,5287.76,4666950000.0
2025-04-23,5395.92,5469.69,5356.17,5375.86,5371390000.0
2025-04-24,5381.38,5489.4,5371.96,5484.77,4697710000.0
2025-04-25,5489.73,5528.11,5455.86,5525.21,4236580000.0
2025-04-28,5529.22,5553.66,5468.64,5528.75,4257880000.0
2025-04-29,5508.87,5571.95,5505.7,5560.83,4747150000.0
2025-04-30,5499.44,5581.84,5433.24,5569.06,5449490000.0
2025-05-01,5625.14,5658.91,5597.35,5604.14,4935270000.0
2025-05-02,5645.88,5700.7,5642.28,5686.67,4854380000.0
